Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free,Egg Free,Fish Free,Peanut Free,Shellfish Free,Treenut Free,Wheat Free,"Craving something sweet and high in protein? Look no further than Premier Protein High Protein 30 G Shakes in Cake Batter Delight! Made with milk protein concentrate and natural and artificial flavors, this delicious shake is perfect for on-the-go or after a workout. With 30 grams of protein, only 3 grams of fat, and 1 gram of sugar per 11 fl oz serving, it's a guilt-free treat that will keep you feeling satisfied. Plus, it's kosher certified! Instacart offers same-day delivery or pickup so you can enjoy this tasty shake whenever you want!",Soy Free
"Chobani Protein Drink, Zero Added Sugar, Greek Yogurt, Strawberries & Cream",$4.59,$6.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4d64b2e0-91cb-495d-b117-86bd520e12e1.jpeg 4x,Gluten Free,,,"Lowfat Greek Yogurt (cultured Skim Milk And Cream), Water, Strawberries, Less Than 2% Of: Natural Flavors, Chicory Root Fiber, Fruit Pectin, Vegetable Juice Concentrate (for Color), Stevia Extract, Locust Bean Gum, Monk Fruit Extract, Lemon Juice Concentrate, Lactase ** ** Ingredient Not Found In Regular Yogurt.","Shake well.,Keep refrigerated.",,,,,,,,,,
Carnation Creamy Strawberry,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_06b3a08d-4509-44cc-a146-5c92b4a7e0f6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3864a2fd-4c9a-4228-823b-321cae133087.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2dfa8b60-0144-43f3-bb1f-a80c6ea21da2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a6db9b45-fb1e-4e4d-a461-de845d02bc79.png 4x",,,"Creamy Strawberry Natural Flavor with Other Natural Flavors Nutritionally appropriate for ages 4 years and older. www.carnationbreakfastessentials.com 1-800-289-7313 Coated paper carton is recyclable if empty & cap replaced.,US only.,www.how2recycle.info","Water, Glucose Syrup, Milk Protein Concentrate, Sugar, Canola Oil, and Less than 2% of Vitamins and Minerals‡, Soy Protein Isolate, Cellulose Gel and Gum, Salt, Natural Flavor, Stevia Leaf Extract, Carrageenan.,‡Vitamins and Minerals: Magnesium Phosphate, Potassium Citrate, Potassium Chloride, Sodium Ascorbate, Calcium Carbonate, Choline Bitartrate, Calcium Phosphate, Ascorbic Acid, Ferrous Sulfate, DL-Alpha Tocopheryl Acetate, Niacinamide, Zinc Sulfate, Calcium Pantothenate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin, Thiamine Hydrochloride, Copper Sulfate, Vitamin A Palmitate, Folic Acid, Potassium Iodide, Vitamin K1, Sodium Molybdate, Biotin, Chromium Chloride, Vitamin D3, Sodium Selenite, Vitamin B12.","Shake well. Serve cold.,Do not freeze. When unopened, store in a cool dry place.,Once opened, reclose, refrigerate and use within 24 hours.",For ages 4 years and older. Not for individuals with galactosemia.,,,,,,,,,
EVOLVE Plant-Based Chocolate Protein Shake,,$17.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21b8214f-edb1-401e-8633-f30c25c41860.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_65503c4a-a6ac-4917-aa6a-6462f974f939.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e4db8636-f14e-4c2f-b35c-40e282685799.png 4x",,,"Good. Simple. Protein. EVOLVE didn't set out to be just another protein. Our goal was to be a good protein, in every way possible. EVOLVE protein shakes are made with only 10-11 clean, simple, and non-GMO ingredients. They are free of dairy, soy, gluten and artificial flavors. Our goal is to add delicious simplicity to a complicated world. Be more good with less, and thrive on a foundation that simple is better, delicious is best.,• Chocolate,• 20 g Plant Protein,• 10 g fiber,• No Artificial Flavors,• Non-GMO","Water, Pea Protein Isolate, Soluble Corn Fiber, Contains Less Than 2% Of Cane Sugar, Cocoa (processed With Alkali), Natural Flavor, Tricalcium Phosphate, Salt, Potassium Chloride, Gellan Gum, Purified Stevia Leaf Extract, Cyanocobalamin (vitamin B12)",,Notice: Use this product as a food supplement only. Do not use for weight reduction.,,,,,,,,,
"Chobani Protein Drink, Zero Added Sugar, Greek Yogurt, Strawberries & Cream",,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dac85fed-5551-42a4-a18f-5862ff270416.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4a5a7df1-dc18-4d98-8f19-083ebcc15f26.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8a4f4e78-1127-4983-bc58-665b19606d5f.png 4x",,,,"Lowfat Greek Yogurt (cultured Skim Milk And Cream), Water, Strawberries, Less Than 2% Of Chicory Root Fiber, Natural Flavors, Fruit Pectin, Vegetable Juice Concentrate (for Color), Stevia Extract, Locust Bean Gum, Monk Fruit Extract, Lemon Juice Concentrate, Lactase**.","Shake well.,Keep refrigerated.",,,,,,,,,,
"OWYN Protein Drink, Plant-Based, Dark Chocolate, 4 Pack",,$9.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_51c1952c-8c28-4158-98a1-f3dcb0084e02.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c4e082f4-822a-409a-864d-25b991536490.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7360bc98-ec72-496a-9f26-60bac267a1cc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a39bf1a5-7e2d-4555-a45b-332087387661.png 4x","Milk Free,Peanut Free",,"20 g protein. 5 g net carbs. Certified vegan. vegan.org. Certified gluten-free. 535 mg omega 3; good source of fiber; essential amino acids; low sugar content. Non GMO Project verified. nongmoproject.org. Only what you need. We milk plants, not cows. 100% plant-based. Allergy friendly. No dairy, soy, peanut, tree nuts, wheat/gluten. What's inside matters. 100% plant-based nutrition. Greens blend. Nothing you Don't: Dairy, wheat/gluten, soy, egg, peanuts, nuts, fish, shellfish, chemicals, fillers, artificial junk, sugar alcohols. Free from the top 8 allergens. Tested for top 8 allergens. Owyn's ingredients and finished products are independently tested for detection of the top 8 allergens every lot, every time. This is a snack. liveowyn.com. Instagram. Facebook. (at)liveowyn. Questions, comments, or more info visit liveowyn.com. FARE: Food Allergy Research & Education. National strategic partner. BPA free.","Water, Owyn Protein Blend (Pea Protein, Organic Pumpkin Seed Protein, Organic Flax Oil), Vegetable Fiber, Organic Cane Sugar, Sunflower Oil, Cocoa Powder, Sunflower Lecithin, Natural Flavors, Himalayan Pink Salt, Guar Gum, Greens Blend (Broccoli, Spinach, Kale), Monk Fruit Extract.","Twist to open. Shake well.,Refrigerate after opening.,Consume within 3 days after opening.","Processed/manufactured in a facility milk,peanuts / peanut oil,soy / soybeans,tree nuts,wheat,free of crustacean shellfish,dairy,egg,fish,peanuts / peanut oil,soy / soybeans,tree nuts",,,,,,,,,
REBBL Organic Reishi Chocolate Milk,,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a87d03ab-7d01-43e0-a9a1-77caa7c0da54.png 4x,Gluten Free,,"Organic. Ethically sourced. New look! Roots. Extracts. Berries. Botanicals. Love. Supports immunity (Baker's yeast beta-glucan helps support a healthy immune system). Dark cocoa. Vanilla. Coconut-milk. MCTs. Deliciously supercharged plants to power the people. Every bottle of organic Rebbl is packed with deliciously satisfying, nutrient-dense plant-based ingredients to nourish your mind, body, and spirit. We ethically source our ingredients, supporting the communities that grow them, and use 100% recycled plastic bottles. Good for you, great for others, better for the world. Sacred Reishi. The sacred Reishi mushroom, also known as the Divine Mushroom of Immortality, has been a pillar of ancient Eastern herbalism for thousands of years. We created Rebbl to inspire the world to drink differently. Clean ingredients and real functionality were hard to find in a beverage - a rebellious approach offering delicious nourishment was desperately needed. Today, we continue to be guided by these principles in everything we do. Thank you for your trust and support! Palo Hawken, Co-Founder. No cane sugar. Rebbl with a cause. To date, Rebbl has donated over $1 million to our nonprofit partner. Not for sale to end the exploitation of at-risk people and the planet. Certified B Corporation.,• Organic,• Soy Free,• Dairy Free,• Vegan,• Gluten Free,• No Artificial Flavors","Organic Coconut-milk (water, Organic Coconut Creme), Organic Coconut Sugar, Organic Alkalized Cocoa Powder, Organic Acacia, Organic Cocoa Powder, Organic Vanilla Extract, Pink Salt, Organic Quillaia Extract, Baker's Yeast Beta-glucan, Organic Reishi Mushroom Extract, Organic Stevia Extract, Gellan Gum. Contains: Coconut.","Shake a lot! (Like more than you think).,Perishable. Keep refrigerated.,For optimal freshness, enjoy within 5 days after opening.",Contains: coconut.,,,,,,,,,
"Shamrock Farms Protein Shake, Chocolate, Builder Max",,$5.19, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_43f0ade9-dd11-4526-9833-9c7aab451010.jpeg 4x,Gluten Free,,"50 g protein per bottle. Gluten free. Lactose free. Excellent source of protein & calcium. We pledge not to treat our cows with the growth hormone rBST (no significant difference has been shown between milk derived from rBST-treated and non-rBST treated cows). To build muscles use in combination with exercise. Made with pure, great tasting milk loaded with protein. Delicious taste never chalky & always creamy + high protein to help build muscle. Naturally occurring electrolytes everything we make at Shamrock farms starts with pure, great tasting milk from our family of local farms. And we never add the artificial growth hormone rBST (no significant difference has been shown between milk derived from rBST-treated and non-rBST treated cows), ever. Our hands-on approach delivers a delicious difference you can taste. So pure. So fresh. So Shamrock. Plant code stamped above. Facebook. Twitter. Instagram. (at)rockinprotein. Questions or comments? Call 1-888-447-6943 or visit shamrockfarms.net. BPA free. Please recycle.","Water, Skim Milk, Milk Protein Concentrate, Cream, Cocoa, Cocoa (Processed with Alkali), Soluble Corn Fiber, Contains Less than 1% of: Natural and Artificial Flavors, Sodium Hexametaphosphate, Dipotassium Phosphate, Corn Starch, Salt, Sucralose, Carrageenan, Lactase Enzyme, Vitamin A Palmitate and Vitamin D3.","Keep refrigerated.,Remove label before recycling.,For best quality, use within 7 days of opening.","Contains: milk., Do not microwave in bottle.",,,,,,,,,
"OWYN Protein Drink, Smooth Vanilla, 4 Pack",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bef782a4-a9cd-4316-865d-9da0c6485b31.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_62598389-7607-43b4-a135-7a431a1209fb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6021a07e-545c-45eb-80bd-747d9c8932fe.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_830de09d-9e26-4ee0-9de2-9321e760863a.png 4x",,,"20 g protein. 4 g net carbs. 4 net carbs per serving. Certified Vegan. vegan.org. Certified Gluten-free. 535 mg omega 3. Good source of fiber. Essential amino acids. Low sugar content. Non-GMO Project verified. nongmoproject.org. Only what you need. We milk plants. Not cows. 100% plant based. Allergy friendly. No dairy, soy, peanut, tree nuts, wheat/gluten. What's inside matters. 100% plant-based nutrition. Greens blend. Nothing You Don't: Dairy, wheat/gluten, soy, egg, peanuts, nuts, fish, shellfish, chemicals, fillers, artificial junk, sugar alcohols. Tested for top 8 allergens. Owyn's ingredients and finished products are independently tested for detection of the top 8 allergens every lot, every time. This is a snack. liveowyn.com. Instagram. Facebook. (at)liveowyn. Questions, comments, or more info liveowyn.com. Fare. Food Allergy Research & Education. National strategic partner. BPA free.","Water, Owyn Protein Blend (pea Protein, Organic Pumpkin Seed Protein, Organic Flax Oil), Vegetable Fiber, Organic Cane Sugar, Sunflower Oil, Natural Flavors, Sunflower Lecithin, Guar Gum, Greens Blend (broccoli, Spinach, Kale) Monk Fruit Extract, Himalayan Pink Salt.",{},"Our facility tests for cross-contamination with Top 8 allergens that may have been processed from the preceding production run. OWYN independently tests ingredients prior to production and tests finished goods to ensure no cross-contamination with any Top 8 allergen. EVERY LOT. EVERY TIME. For more details about allergen testing, visit www. liveowyn. com",,,,,,,,,
"OWYN Nutrition Shake, Complete, Chocolate",,$8.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e598d0fc-f922-4706-8b5d-e2683b4888f8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_76e6d0f6-b744-4eeb-b2e6-086bfdaf5428.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6a1b798a-1049-44fb-9bc2-deeeec9e6220.png 4x","Gluten Free,Treenut Free",,"Only what you need. What’s inside matters. Only What You Need: 100% plant-based nutrition. 23 vitamins & minerals, all essential amino acids, peas from North America. Free from the top 8 allergens. More hungry. Less hangry. Tested for top 8 allergens. Owyn's finished products are independently tested for detection of the top 8 allergens every lot, every time. This is a meal.,• 23 Vitamins + Minerals,• Plant-Based,• Gluten Free,• Vegan","Water, Owyn™ Protein Blend (pea Protein, Organic Flaxseed Oil, Oat Powder, Organic Pumpkin Seed Protein), Tapioca Dextrin, Contains 2% Or Less Of The Following: Organic Cane Sugar, Sunflower Oil Or Safflower Oil, Cocoa Powder, Natural Flavors (chocolate Flavor With Other Natural Flavors), Vitamin & Mineral Blend (dicalcium Phosphate, Magnesium Citrate, Niacinamide, Alpha Tocopherol Acetate [vitamin E], Zinc Gluconate, Calcium D-pantothenate, Pyridoxine Hci [vitamin B6], Riboflavin [vitamin B2], Thiamine Mononitrate [vitamin B1], Copper Gluconate, Manganese Sulfate, Vitamin A Palmitate, Folic Acid, Potassium Iodide, Phytonadione [vitamin K1], Sodium Selenite, Sodium Molybdate, Chromium Chloride, Ergocalciferol [vitamin D2], Biotin, Cyanocobalamin [vitamin B12]), Sunflower Lecithin, Himalayan Pink Sea Salt, Monk Fruit Extract",{},,,,,,,,,,
OWYN Sea Salted Caramel Elite Protein Shakes 4 Pack,,$10.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea408a1d-9e03-4294-abe8-8e792e7e7c70.png 4x,,,,"Water, Owyn Protein Blend (Pea Protein, Organic Pumpkin Seed Protein, Organic Flaxseed Oil), Contains 2% or Less of the Following: Soluble Fiber, Sunflower and/or Safflower Oil, Sunflower Lecithin, Natural Flavor, Monk Fruit Extract, Himalayan Pink Sea Salt, Greens Blend (Spinach, Kale, Broccoli), Gum Blend (Gellan, Acacia, Guar).","Shake vigorously.,Refrigerate and consume within 3 days after opening.,Twist to open.",,,,,,,,,,
Koia Coconut Almond Protein Beverage,,$4.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_974818e0-1209-4961-9ebf-9cc23754fa61.png 4x,Gluten Free,,"A single sip of our creamy Coconut Almond protein shake transports you to the tropics, no PTO needed. Just sit back, relax, kick off your shoes, and – well, actually, put those back on. You’re in the middle of a grocery store.","almond milk (filtered water, almonds), Koia proprietary protein blend (brown rice protein, pea protein, chickpea protein), koia prebiotic fiber blend (agave fiber, chicory root fiber), organic cane sugar, natural flavors, vanilla extract, sunflower lecithin, sea salt, monk fruit extract, locust bean gum, gellan gum and coconut flour.","Shake it like you mean it.,Perishable. Keep refrigerated.,Fresh for 7-10 days after opening.","allergens: contains tree nuts (almonds, coconuts).",,,,,,,,,
"Atkins Protein-Rich Shake, Creamy Vanilla, Value Pack",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd6370c0-a569-4d0d-a499-f908415e2a73.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_09570a6b-7fe2-488a-92b4-6add63bee973.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d984a707-0316-4bc5-b24b-961aba94d016.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_56845a62-7ebc-42d5-9df1-bcb5ada211a6.png 4x",,,"Naturally & artificially flavored. 15 g protein. 1 g net carbs. 1 g sugar. Total carbs (2 g) - fiber (1 g) = 1 g Atkins net carbs. Made with high quality protein. Satisfies hunger. Steady energy. Low glycemic. Gluten free. What is the Hidden sugar effect. It's common knowledge that consuming foods that contain large amounts of sugar may cause your blood sugar to spike. But did you know other types of carbohydrates may have the same effect on blood sugar? At Atkins, we call this the Hidden sugar effect. For example - a medium sized bagel has the same impact on blood sugar as 8 teaspoons of sugar (Based on glycemic load. Amounts do not represent sugar content). An Atkins Chocolate Shake has the same impact as 1 teaspoon of sugar (Based on glycemic load. Amounts do not represent sugar content). Counting net carbs? Fiber should be subtracted from the total carbs since it minimally impacts blood sugar. Sustainable Forestry Initiative: Certified fiber sourcing. www.sfiprogram.org. Find out more about the Hidden sugar effect at atkins.com. Please recycle.","Water, Milk Protein Concentrate, Soy Protein Isolate, Vegetable Oil (sunflower, Canola, And/or Soybean Oil). Contains Less Than 1% Of Prebiotic Soluble Corn Fiber, Natural And Artificial Flavors, Cellulose Gel, Magnesium Phosphate, Tricalcium Phosphate, Potassium Citrate, Dipotassium Phosphate, Salt, Cellulose Gum, Sucralose, Soy Lecithin, Carrageenan, Acesulfame Potassium, Sodium Ascorbate (vitamin C), Zinc Gluconate, Dl-alpha-tocopheryl Acetate (vitamin E), Manganese Gluconate, Niacinamide (vitamin B3), Phytonadione (vitamin K), Cholecalciferol (vitamin D3), D-calcium Pantothenate (vitamin B5), Sodium Selenite, Sodium Molybdate, Chromium Chloride, Biotin (vitamin B7), Cyanocobalamin (vitamin B12), Folic Acid (vitamin B9), Pyridoxine Hydrochloride (vitamin B6), Potassium Iodide, Thiamin Hydrochloride (vitamin B1), Riboflavin (vitamin B2).","Shake well.,Best served chilled.,Important: must be refrigerated after opening to maintain safety.","Contains: milk, soy.",,,,,,,,,
