Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free,"Imagine drizzling rich, fruity goodness onto your pancakes or waffles. Picture yourself sipping a refreshing drink bursting with flavors of juicy blackberries. With Torani Blackberry Syrup, you can make these delicious dreams a reality. Made with real sugar and natural flavors, this syrup is perfect for adding a touch of sweetness to your drinks and desserts. At only 90 calories per serving, it's an indulgent treat that won't derail your healthy eating goals. And with Instacart's same-day delivery or pickup, you can enjoy the tangy taste of ripe blackberries whenever you want them!","Indulge in the sweet, tropical taste of fresh passion fruit with Torani Passion Fruit Syrup. This golden syrup delivers a distinct, ripe flavor without being too strong or tart. Made with natural ingredients like pure cane sugar and cold-filtered water, this syrup is perfect for adding a fruity twist to your iced teas, lemonades, cocktails, and more. Torani's expertly crafted syrups have been a go-to for mixologists since 1925 and are now available for Instacart same-day delivery or pickup. Elevate your beverage game with the lush taste of fresh passion fruit—your taste buds will thank you!","Satisfy your craving for tart and fruity with Torani Pomegranate Syrup. This intense red syrup packs a punch of pomegranate flavor that is never too sweet. Thanks to its gluten- and fat-free formulation, Torani Pomegranate Syrup makes a great addition to drinks, desserts, and more without adding extra calories. Impress your guests with a pomegranate soda or add this syrup to your favorite cocktail for an elevated drink experience. Made with natural flavors and pure cane sugar, this kosher-certified syrup is a must-have for any food lover's pantry. Get Torani Pomegranate Syrup today through Instacart's same-day delivery or pickup!",Egg Free,"Savor the taste of freshly toasted marshmallows in your drink with Torani Toasted Marshmallow Syrup! Made with natural flavors, pure cane sugar, and cold-filtered water, this syrup delivers an authentic and not-too-sweet taste to your favorite drinks. Perfect for hot or iced coffee-based beverages, espresso drinks, dessert cocktails, and shakes, this syrup pairs well with chocolate and caramel flavors. Torani Original Syrups provide gold-standard flavors without curdling in milk. Founded in 1925 in San Francisco, Torani has a portfolio of over 150 syrups used globally. Instacart offers same-day delivery or pickup—indulge today!","Make your coffee a masterpiece with Torani Tiramisu Syrup, perfect for Instacart same-day delivery or pickup. This non-alcoholic and caffeine-free syrup evokes the flavors of the celebrated Italian dessert, with rich mascarpone, coffee-soaked ladyfingers, and Marsala wine. Made with natural ingredients like pure cane sugar and citric acid, it's also suitable for vegans, vegetarians, and those who keep kosher. You'll love how this syrup adds a touch of decadence to your drinks without any added fats or gluten. Try it in your latte or mocha and experience the delicious taste of tiramisu in every sip.","Craving the taste of raw cookie dough? Look no further than Torani Chocolate Chip Cookie Dough Syrup, now available on Instacart for same-day delivery or pickup. This syrup packs bakery notes and rich butter flavor into every drop, with just a touch of salt to balance the sweetness. And the best part? It's fat-free, gluten-free, and kosher, so everyone can enjoy it guilt-free. With only 90 calories per serving and 22 grams of sugar, you can add this syrup to your mocha or any drink for a delicious treat. Don't wait—indulge in the taste of cookie dough without the raw eggs!","Satisfy your coffee cravings with Bosco Coffee Flavored Syrup, now available on Instacart for same-day delivery or pickup. This 22 oz bottle of goodness is made with high fructose corn syrup, water, natural coffee flavor, potassium sorbate, sodium benzoate, salt, sodium bisulfate, and caramel color. The fat-free and gluten-free syrup is also kosher and vegetarian-friendly. Each serving of 20 g contains only 50 calories and no cholesterol or fat. With a delicious taste of coffee in every pour, you can elevate your morning pancakes or french toast to the next level. Try Bosco Coffee Flavored Syrup today on Instacart!","Savor the sweet taste of summer with Torani Peach Puree Blend, perfect for smoothie lovers. Made from real peaches, this puree blend packs a punch of natural fruity flavor without any artificial sweeteners. Each serving contains only 70 calories, making it an excellent option for those who want to indulge in a delicious beverage without the guilt. This product is conveniently available on Instacart for same-day delivery or pickup at your local store, making it easier than ever to enjoy a refreshing smoothie whenever you want. Simply blend with your favorite ingredients and you'll be transported to a sunny day no matter where you are!"
Eclipse Coffee Syrup,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2624d3af-2db2-489a-b465-443b9e6a49b0.png 4x,,,Official state drink of Rhode Island. Natural flavored.,"High Fructose Corn Syrup, Corn Syrup, Coffee Extract, Caramel Color and Potassium Sorbate.","For Milkshakes: Mix 2 tablespoons to an 8 oz. glass of milk, or to desired taste. As a Dessert Topping: Pour it over ice cream, pudding or cake.",Contains sulfites.,,,,,,,,,,
Starbucks Naturally Flavored Caramel Coffee Syrup,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2a20304-61f5-4c86-afc6-45b7060e9034.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14f336c5-e4f5-44c5-b0ff-731be6668448.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_684e13bb-6303-458a-98e9-9104556f33ee.jpg 4x",,,"Add a splash of cafe flavor to your morning coffee! Naturally flavored, Starbucks flavored syrups and sauces pair perfectly with Starbucks coffee and can add a personal touch to your favorite beverages. Add the signature flavor of the Starbucks cafe to a wide variety of coffee drinks such as macchiatos, caffe lattes, frozen and iced coffee beverages or other treats like milkshakes and hot chocolate. Starbucks Naturally Flavored Caramel Syrup has a delicious, smooth and buttery flavor reminiscent of your last visit to a Starbucks cafe.","Sugar, Water, Natural Flavor, Citric Acid, Potassium Sorbate (preservative).","Store in a cool, dry location.",,,,,,,,,,,
"Soda Press Co Soda Syrup, Organic, Raspberry & Mint",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5f846c2f-7961-479d-9a92-a20fca63a5a0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e0373366-07f9-41de-bb36-6cade4db1c7e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fbb99896-e0ea-4630-80ed-f226aafd897c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73125b05-4342-4069-832e-ae49fcbe5e6a.png 4x",,,"Certified organic. USDA Organic. Certified Organic by ACO. Gluten free. Vegan. 50% less sugar than regular soda (Compare: 5 g/sugar mixed vs 11.8 g of sugar in regular soda per 100 ml. Leading 10 soda brands, USA 2017). 50% less sugar (Compare: 5 g/sugar mixed vs 11.8 g of sugar in regular soda per 100 ml. Leading 10 soda brands, USA 2017). Non-GMO. Crafted for sodastream. Makes 13 drinks. No stevia. The ultimate combination of soft raspberry tones and a subtle, refreshing mint finish. We're a little company from Down Under with pure and sustainable ideas. We source premium, organic fruits and ingredients and apply the best of old and new innovations, to craft our range of reduced sugar organic syrups. sodapressco.com. Instagram. Facebook. Tel: 1.800.763.2258. We dislike single-use plastic & love recycling. Made in Australia.","Reconstituted Organic Raspberry Juice, Organic Sugar, Organic Brown Rice Syrup, Water, Citric Acid, Natural Flavor.","Mix: 2-1/2 tbsp (1.3 fl oz / 38 ml) syrup to about a cup (7.5 fl oz / 220 ml) of sparkling water (or to taste). Ratio: 1:6 syrup / water. Shake well before mixing.,Ideal for sodastream sodas; mixers; cocktails; slushies; ice cream floats; popsicles & more.,Refrigerate after opening and use within 6 months.,Best Before: or see cap.",,,,,,,,,,,
Torani Puremade Lavender Syrup,,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_039adcef-712d-4b8e-8131-8b02c3a8e62e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b34c5ef9-90d2-4a91-8d7c-cf13a6898233.jpg 4x",,,"With a beautiful purple hue and delicate aroma, this syrup brings to life the essence of the classic floral flavor.","Pure Cane Sugar, Water, Fruit And Vegetable Juice (for Color), Citric Acid, Xanthan Gum, Natural Flavors.",,,,,,,,,,,,
Torani Sugar Free Brown Sugar Cinnamon Syrup,$6.80,$7.37," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_95d82989-b2ea-47bf-be0a-4b52ec6a000f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0d86a025-9254-4fb1-8284-4884bb0487b8.png 4x","Gluten Free,Milk Free",,This syrup is called brown sugar and cinnamon. But this one is sugar free! So enjoy it all you want. Brown sugar and cinnamon are right at home in your oatmeal or adored in that special favorite treat you grab at the bakery. It's your world. A sweet brown sugar and cinnamon world. Flavor for all. Opportunity for all.,"Purified Water, Natural Flavors, Acesulfame Potassium, Sodium Benzoate ( To Preserve Freshness), Citric Acid, Potassium Sorbate (to Preserve Freshness), Xanthan Gum, Sucralose, Caramel Color.",{},Provided by retailers,,,,,,,,,,
Torani Sugar Free Raspberry Syrup,$6.80,$7.37, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_81a62f4f-88ef-4f01-a295-c633b2ae4c58.jpg 4x,,,,,,,,,,,,,,,,
Torani Sugar Free French Vanilla Syrup,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4d4e3232-cdb6-4fdf-be30-a8999f1318f9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_09c525b6-9820-4427-8c8b-c7d378fee6e1.png 4x",,,"Whether it's decadent custard or a simple dish of ice cream, French vanilla sends you swooning. Now you can swoon guilt-free. Flavored with Splenda, this syrup delivers all the creamy goodness and no sugar. Welcome to Swoon City. Whether it's decadent custard or a simple dish of ice cream, French vanilla sends you swooning. Now you can swoon guilt-free. Flavored with Splenda, this syrup delivers all the creamy goodness and no sugar.","Purified Water, Natural Flavors, Sodium Benzoate And Potassium Sorbate (to Preserve Freshness), Xanthan Gum, Sucralose, Citric Acid, And Acesulfame Potassium.",,Provided by retailers,,,,,,,,,,
Torani Sugar Free Classic Caramel Syrup,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_87d200d6-c5ec-4bf2-9d21-eb8ffff2d492.png 4x,,,"Buttery? Rich? We are sold. This sweet treat conjures up childhood memories of nibbling soft caramel chews. Or perhaps the smell of caramel you love from that small downtown bistro. Point is: caramel makes most everything better. And that drink in your hand is no exception.,Caramel, without the calories. We like the sound of that. With a dark, carmelized aroma, this syrup evokes the taste of hard caramel candies with brown sugar notes with none of the calories. Our flavor experts and Splenda® make it happen. Enjoy all of this without the calories. This flavor is sweetened with sucralose, so enjoy yourself guilt-free. Perfect for beverages and great as a dessert topping! Torani Sugar-Free syrup is also tasty added to coffee, cocoa, mixed drinks, frappes, smoothies and even as the secret ingredient in home-baked treats.,Torani Sugar Free Syrups have zero sugar so you can enjoy flavor without the calories.,In 1925, Rinaldo and Ezilda Torre create hand-crafted syrups from recipes brought over from Lucca, Italy to the North Beach neighborhood in San Francisco, California. The first flavors are Anisette, Grenadine, Lemon, Orgeat, and Tamarindo. By 1933 and the end of Prohibition, Ezilda is one of the first female rectifiers of distilled spirits in the US. She leads Torani through the Great Depression and WWII. In 1982 our Vanilla helps create some magic and is used in the first flavored latte. After seeing its success, we begin to focus on the specialty coffee industry. Our “mmm” factor. We started with just five syrups and have since grown to a portfolio of over 150 sold around the globe. That’s a lot of flavor—how do we do it? Our flavor experts’ study global trends to learn what people are craving, and then we use our gold standard process to capture the essence of that flavor in a bottle. It’s not magic, but it gives you the power to create some pretty magical drinks. For the love of flavor. Our purpose is “Flavor for all, Opportunity for all.®” This means that we believe every single bottle of Torani carries two promises: Each bottle promises amazing flavor for your creative beverages, from a classic vanilla latte to a bold, unexpected cocktail. Our flavors can be used however you choose. Liven up a coffee, add pizzazz to a soda, or put more oomph in your iced tea. There’s no wrong way to go about it. We have flavors for every moment, so you can flavor your way, no matter where life takes you. Each bottle also promises our dedication to help all the people, partners, and communities we touch thrive. We believe that everything starts with people and that businesses can, and should, create more opportunities for people. Key Features: The rich, buttery flavor just like the caramel candy chew. Low calorie. Torani Sugar Free Syrup is sweetened with sucralose. Can replace regular sweeteners in coffee, cocoa, smoothies, and mixed drinks.","Purified Water, Citric Acid, Acesulfame Potassium, Natural Flavors, Sodium Benzoate And Potassium Sorbate (to Preserve Freshness), Xanthan Gum, Sucralose, Caramel Color.",,Provided by retailers,,,,,,,,,,
DaVinci Gourmet Classic Original Hazelnut Syrup,,$9.07Buy 12 for $107.47, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dfa5849d-6ba8-4c52-8450-c218b3dfd434.jpg 4x,,,"Taste untoasted fresh hazelnuts at the peak of sweetness in our Classic Original Hazelnut syrup. At DaVinci Gourmet, we create our Classic line of syrups with the highest-quality ingredients. Across the globe, professionals and home gourmands alike trust our products to help them make consistently delicious beverages. We sweeten our syrup with pure cane sugar to let the hazelnut flavor shine. Our Classic Hazelnut syrup is specially formulated to mix easily in hot or cold drinks, and to resist curdling dairy products for smooth results. Try our versatile Original Hazelnut flavored syrup in a wide variety of culinary and beverage applications. Or try our Original Hazelnut flavored syrup in hot chocolate for a perfect pairing. Combine with syrups from our wide selection of Classic, Naturals and Fruit Innovations products to create unique custom flavors for all your signature drinks.,Our Classic Hazelnut syrup is fat-free and Kosher-Pareve certified. Contains tree nuts.","Water, Cane Sugar, Citric Acid, Sodium Benzoate (preservative), Potassium Sorbate (preservative), Natural And Artificial Flavor.","Use Syrup To Flavor A Range Of Beverage And Culinary Applications.,Recommended Syrup Usage: Add 1 To 1 1/2 Oz. For In 16 Oz. Beverage Such As Coffee, Soda, Lemonade, Iced Tea, Cocktails And More.,1 Pump = 1/4 Oz.. Usage Varies Based On Finished Application.",Contains tree nuts (hazelnuts),,,,,,,,,,
Torani Sugar Free Classic Hazelnut Syrup,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6e5eb519-dadc-4630-b362-ae0e4b241e07.png 4x,,,"Ahh, the hazelnut. The Italians have explored its virtues since time immemorial. And why not? Toasty and sweet, the hazelnut has made legends out of cakes and pastries. It'll do the same for your drinks. Add a splash and revel in its creamy goodness. Big on the hazelnut, but not heavy at all. In fact, there is no sugar. Zip. Zilch. Nada. Thanks to Splenda®. Looks like an Italian favorite just became an even bigger fave. Torani Sugar Free Hazelnut Syrup delivers the rich, nutty flavor of Hazelnut that goes perfectly in your lattes, coffees, cocoas and more. Enjoy all of this without the calories. This flavor is sweetened with sucralose, so enjoy yourself guilt-free flavor. Perfect for beverages and great as a dessert topping! Torani Sugar-Free syrup is also tasty added to coffee, cocoa, mixed drinks, frappes, smoothies and even as the secret ingredient in home-baked treats. Torani Sugar Free Syrups have zero sugar so you can enjoy flavor without the calories. In 1925, Rinaldo and Ezilda Torre create hand-crafted syrups from recipes brought over from Lucca, Italy to the North Beach neighborhood in San Francisco, California. The first flavors are Anisette, Grenadine, Lemon, Orgeat, and Tamarindo. By 1933 and the end of Prohibition, Ezilda is one of the first female rectifiers of distilled spirits in the US. She leads Torani through the Great Depression and WWII. In 1982 our Vanilla helps create some magic and is used in the first flavored latte. After seeing its success, we begin to focus on the specialty coffee industry. Our “mmm” factor. We started with just five syrups and have since grown to a portfolio of over 150 sold around the globe. That’s a lot of flavor—how do we do it? Our flavor experts’ study global trends to learn what people are craving, and then we use our gold standard process to capture the essence of that flavor in a bottle. It’s not magic, but it gives you the power to create some pretty magical drinks. For the love of flavor,Our purpose is “Flavor for all, Opportunity for all.®” This means that we believe every single bottle of Torani carries two promises: Each bottle promises amazing flavor for your creative beverages, from a classic vanilla latte to a bold, unexpected cocktail. Our flavors can be used however you choose. Liven up a coffee, add pizzazz to a soda, or put more oomph in your iced tea. There’s no wrong way to go about it. We have flavors for every moment, so you can flavor your way, no matter where life takes you. Each bottle also promises our dedication to help all the people, partners, and communities we touch thrive. We believe that everything starts with people and that businesses can, and should, create more opportunities for people. Key Features: Rich, nutty flavor of Hazelnut. Torani Sugar Free Syrup is sweetened with sucralose. Can replace regular sweeteners in coffee, cocoa, smoothies, and mixed drinks.","Purified Water, Natural Flavors And Artificial Flavors, Citric Acid, Acesulfame Potassium, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Xanthan Gum, Sucralose, Caramel Color.",,Provided by retailers,,,,,,,,,,
Torani Huckleberry Syrup,$10.09,$10.66," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c51b6561-0975-4dff-ac08-938e4386b074.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c62c248a-84b2-41e9-8bd5-75fdfea1bcb3.png 4x","Gluten Free,Milk Free",,There are sodas. Then there are really interesting sodas. Torani is known for making the latter. And it doesn't get much more interesting than huckleberry soda. But don't stop there! Your lemonades and iced teas will become conversation pieces with their sweet-tart profile and wild berry flavor. Flavor for all. Opportunity for all.,"Pure Cane Sugar, Water, Natural Flavors, Citric Acid, Sodium Benzoate (to Preserve Freshness), Fd&c Red #4, Fd&c Blue #1.",Perfect Flavor For: Handcrafted sodas; Iced teas; Lemonades.,Provided by retailers,,,,,,,,,,
Torani Blue Raspberry Syrup,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fecda103-2b67-4196-8699-30b675c2d347.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b3f45c59-4dcf-4f8e-89ce-f934c92d8863.png 4x",,,"Out of the blue comes an enchanting syrup. Transform your drinks into pleasant surprises with this syrup. Kids flip for the striking electric blue color. And so, do adults. But more captivating than the color is the pronounced sun-ripened raspberry flavor. Plus, it mixes perfectly in milk. Go figure: feeling blue can actually be a good thing. Perfect for beverages! Torani syrup is also tasty added to coffee, iced tea, lemonade, handcrafted sodas, protein drinks, mixed drinks, mocktails and cocktails, smoothies and even as the secret ingredient in home-baked treats. Torani Original Syrups provide gold-standard flavors and vibrant colors to create amazing drink experiences. Torani Flavored Syrups are made with pure cane sugar, natural flavors, and cold-filtered water. In 1925, Rinaldo and Ezilda Torre create hand-crafted syrups from recipes brought over from Lucca, Italy to the North Beach neighborhood in San Francisco, California. The first flavors are Anisette, Grenadine, Lemon, Orgeat, and Tamarindo. By 1933 and the end of Prohibition, Ezilda is one of the first female rectifiers of distilled spirits in the US. She leads Torani through the Great Depression and WWII. In 1982 our Vanilla helps create some magic and is used in the first flavored latte. After seeing its success, we begin to focus on the specialty coffee industry. Our “mmm” factor. We started with just five syrups and have since grown to a portfolio of over 150 sold around the globe. That’s a lot of flavor—how do we do it? Our flavor experts’ study global trends to learn what people are craving, and then we use our gold standard process to capture the essence of that flavor in a bottle. It’s not magic, but it gives you the power to create some pretty magical drinks. For the love of flavor. Our purpose is “Flavor for all, Opportunity for all.®” This means that we believe every single bottle of Torani carries two promises: Each bottle promises amazing flavor for your creative beverages, from a classic vanilla latte to a bold, unexpected cocktail. Our flavors can be used however you choose. Liven up a coffee, add pizzazz to a soda, or put more oomph in your iced tea. There’s no wrong way to go about it. We have flavors for every moment, so you can flavor your way, no matter where life takes you. Each bottle also promises our dedication to help all the people, partners, and communities we touch thrive. We believe that everything starts with people and that businesses can, and should, create more opportunities for people. Key Features: Sun-ripened raspberry flavor. Made with natural flavors and cold filtered water. Made with pure cane sugar. Use in iced tea, lemonade, handcrafted soda, smoothies, mocktails, cocktails and other mixed drinks.","Pure Cane Sugar, Water, Natural Flavors, Sodium Benzoate And Potassium Sorbate (to Preserve Freshness), And Fd&c Blue #1.",Perfect Flavor For: Handcrafted sodas; Iced teas; Lemonades.,Provided by retailers,,,,,,,,,,
