Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Celestial Seasonings Lemon Zinger Caffeine Free Herbal Tea,$4.39,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_63f2d0b0-a61f-487f-bbc9-e12ab5b0a1df.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_46d548da-67be-4aa9-a93b-75b40ffa0b04.png 4x","The Story of Celestial Seasonings®,Back in 1969, we started picking herbs from the fields and forests of the Rocky Mountains and in the process, we created America's very first herbal tea. Still blended in Boulder by our expert blendmaster, our uniquely delicious teas are made with the finest ingredients, passion and inspiration.,Blendmaster's Notes,Lemon Zinger®,""In this classic brew, we blend real lemons and lively lemongrass with hibiscus, the vibrant tropical flower that gives all Zinger® teas their signature tangy taste and ruby-red color. It's a bright tea that's perfect in any weather."",Charlie Baden,,Celestial Seasonings Blendmaster","Hibiscus, Rosehips, Roasted Chicory, Orange Peel, Lemongrass, Lemon Peel And Whole Dried Lemons, Natural Lemon Flavor With Other Natural Flavors And Citric Acid",{},,Gluten Free,
"AriZona Green Tea, with Ginseng and Honey, Real Brewed",,$1.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b8c71947-6d7f-4d5d-af7a-e59c45d0cc6a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d642cc68-57fd-4ba3-a75a-966f8cdece74.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7810b62b-1d50-4cb6-ae05-e2aeb249262a.png 4x","Great hot!. Vitamin C antiox fortified. 100% natural. Enjoy America best selling ready-to-drink green tea! Arizona green tea. Where great taste and goodness naturally come together. Green tea for its health benefits and natures natural sweetener, honey. An American company. Family owned & operated.,• Kosher,• Natural,• No Preservatives/No Artificial Preservatives,• No Artificial Flavors,• No Synthetic Colors","Premium Brewed Blend Of Green Teas Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Honey, Citric Acid, Natural Flavors, Ginseng Root Extract, Ascorbic Acid (vitamin C)","Shake well.,Refrigerate after opening.",,,
Gold Peak Unsweetened Black Iced Tea Drink,,$12.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9d03f7f0-4154-4e3f-bb59-6a1bc0805684.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7fae6b5d-4a70-42ee-83b5-afc1f6540527.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_93a3bd81-cedc-439b-860f-4e61db5e86d7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_906d5ef1-d529-4462-a360-984020431064.jpg 4x","Gold Peak is real brewed tea made from tea leaves picked for peak taste - enjoy Gold Peak Unsweetened Tea. Perfect for the whole family, these convenient bottles let you take real brewed tea wherever you go.,Whether it’s a picnic in the park, watching the game, or a backyard barbeque, get that delicious fresh brewed flavor with every sip. Gold Peak Unsweetened Tea is a sugar free, zero-calorie tea that uses pure filtered water for a difference you can taste.,Gold Peak has a variety of real brewed flavors that pair marvelously with any occasion, from unplanned get-togethers, to holiday traditions. And the fresh flavor makes any meal feel like home cooking, whether it’s lunch on-the-go or family takeout night, Gold Peak’s real taste will match those real moments.,There’s a variety of Gold Peak Teas to choose from, whether you like zero-sugar teas, sweetened real brewed teas or unsweetened real brewed tea options. We have a collection of classic flavors like Gold Peak Lemon Tea, Gold Peak Green Tea and Gold Peak Lemonade Tea and even offer refreshing flavors that are available nationally, like California Raspberry Tea and Georgia Peach Tea.,Real Brewed. Real Tea. Real Good.,• Gold Peak Real Brewed Unsweetened Black Tea,• High quality tea leaves make for a flavor so refreshing you’ll swear it was homemade,• Real Brewed Tea with no sugar for a zero calorie, unsweet tea,• 6 Bottles of Gold Peak Unsweetened Tea, 16.9 fl oz,• Enjoy the taste of Gold Peak Real Brewed Tea in a variety of flavors","Tea (filtered Water, Brewed Tea Concentrate), Natural Flavors, Caramel Color. Phosphoric Acid.",Refrigerate after opening.,,,
Celestial Seasonings Bengal Spice Tea,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9966e3a3-cd4c-433b-af53-5795a481135b.png 4x,"Gluten free. Caffeine free. Non GMO project verified. nongmoproject.org. Blendmaster's Notes: Bengal Spice: ""Brimming with cinnamon, ginger, cardamom and cloves, this adventurous blend is our caffeine-free interpretation of chai, the piquant Indian brew traditionally made with black tea. Try it with milk and sugar for a true chai experience."" - Charlie Baden, Celestial Seasonings Blendmaster. Blending herbs, art and inspiration since 1969. The Story of Celestial Seasonings: Back in 1969, we started picking herbs from the fields and forests of the Rocky Mountains and in the process, we created America's very first herbal tea. Still blended in Boulder by our expert Blendmaster, our uniquely delicious teas are made with the finest ingredients, passion and inspiration. ""Variety's the very spice of life that gives it all its flavor."" - William Cowper celestialseasonings.com. Made exclusively by Celestial Seasonings, Inc. The Hain Celestial Group, Inc. 4600 Sleepytime Drive Boulder, CO 80301-3292 USA. The Story of Celestial Seasonings,Back in 1969, we started picking herbs from the fields and forests of the Rocky Mountains and in the process, we created America's very first herbal tea. Still blended in Boulder by our expert blendmaster, our uniquely delicious teas are made with the finest ingredients, passion and inspiration.; Blendmaster's Notes,Bengal Spice,""Brimming with cinnamon, ginger, cardamom and cloves, this adventurous blend is our caffeine-free interpretation of chai, the piquant Indian brew traditionally made with black tea. Try it with milk and sugar for a true chai experience."",Charlie Baden,,Celestial Seasonings Blendmaster","Cinnamon, Roasted Chicory, Roasted Carob, Natural Spice And Vanilla Flavors With Other Natural Flavors, Ginger, Cardamom, Black Pepper, Cloves And Nutmeg.","Reconstitute: Hot Tea by the Cup*,Pour boiled water over one tea bag. Steep 4 to 6 minutes and remove tea bag. Sweeten if desired.,Iced Tea by the Glass*,Pour boiled water over two tea bags. Steep 4 to 6 minutes and remove tea bags. Pour into a tall glass filled with ice.,*Always pour boiled water into heat-resistant cup.",,Gluten Free,
Traditional Medicinals Organic Roasted Dandelion Root Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac79dbc4-56c4-4027-8996-17f934e2e0f4.png 4x,"Some think of dandelion as a common weed, but our herbalists know that its bitter taste stimulates digestion and supports your body’s natural detoxification process.* Some of our finest dandelion comes from the sustainably wild-collected meadows of Eastern Europe. It’s the perfect tea for everyday wellness!",All Herbal Ingredients: Organic Dandelion Root.,POUR 8 oz. freshly boiled water over 1 tea bag. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"Consult your healthcare practitioner prior to use if: you have severe acute inflammation of the gallbladder, painful obstruction of the bowel, or obstructed bile ducts; or if you are pregnant or breastfeeding. Discomfort due to gastric hyperacidity may occur after taking bitter herbs. Do not use if you are allergic to plants of the daisy (Asteraceae) family.",,
Twinings Black Tea Variety Pack,$4.59,$6.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6b4df890-5f9f-437d-9aee-8a564df01282.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_db9d63c7-d05a-4e02-a747-727eda0fc398.png 4x","A selection of four great-tasting traditional black teas to suit your every mood.,The Twinings of London® Story,In 1706, Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings continues to sell some of the world's best teas from the original store and in more than 100 countries throughout the world.","English Breakfast: Black Tea, Earl Grey: Black Tea, Natural Flavours, Bergamot Peel, Lady Grey®: Black Tea, Orange Peel, Lemon Peel, Natural Citrus Flavours With Other Natural Flavours, Irish Breakfast: Black Tea","Want tips on how to make it? Hot Tea: Pour boiling water over tea bag, steep for 3-5 minutes, remove & enjoy! Iced Tea: Fill half a pitcher with boiling water, steep 4 tea bags 3 minutes, remove, add ice to desired strength. Or use 1 tea bag in a heat-resistant glass. Enjoy immediately! Drink hot or iced.,Store in a cool, dry place.",,,
"Luzianne Special Blend Iced Tea, Family Size Tea Bags",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4695d361-264e-4934-8437-cb1759bcb1dc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ef05b2c-3eab-4802-97bc-aafb76d76a95.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2e62115f-4e1e-4e09-8cdd-54d69ad1f498.png 4x","Authentic Southern Iced Tea: There's nothing as refreshing and invigorating as a glass of home-brewed Luzianne iced tea. Perhaps that's because of all we do before you ever brew it. Searching five continents for the perfect tea leaves. Carefully selecting and specially blending them for iced tea. Then there's the hundred-plus years of heritage and iced-tea experience in every bag. When you consider all this, the choice is clear. Luzianne is the right tea for iced tea.","Orange Pekoe¹, Pekoe Cut Black Teas¹, ¹rainforest Alliance Certified","Brewing Instructions: For Iced Tea: Boil 2 cups water. Gently pour over 1 tea bag in heat safe pitcher & steep 3-5 minutes. Remove tea bag and add 2 cups of cold water. Sweeten to taste, chill, and serve in tall glasses over ice. For Hot Tea: Boil 4 cups water. Pour over 1 tea bag in large teapot & steep 3-5 minutes. Serve in tea cups or mugs. Makes 1 quart (32 oz). To prepare a half gallon use 2 tea bags and 8 total cups of water.",,,
"Bigelow Herbal Tea, Peppermint, Tea Bags",$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d22de41d-30dd-4072-a36e-b7812dc9ae61.jpeg 4x,"Our pure Peppermint is cool, refreshing and simply delicious. Caffeine Free.,• Soothing and refreshing peppermint grown America,• Caffeine free ,Gluten-free, Non-GMO, Kosher Parve, Kosher For Passover,• 20 Tea bags, individually wrapped in foil pouches for peak flavor, freshness and aroma,• Each Ingredient has been carefully selected by the Bigelow Family to deliver an uncompromised quality tea experience",Peppermint Leaves,"2 Step to a Great Cup. Be sure to start with fresh cold water and bring to a rolling boil. Pour over tea bag. Steep for 4 minutes (or whatever time you like), remove bag (but no squeezing please!). For Iced Tea by the Glass: Steep a little longer. Pour over ice.",,Gluten Free,
AriZona Iced Tea with Raspberry Flavor,$1.09,$1.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e526b33-315a-4330-8da0-5d4a607c0891.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6c2ef438-cb8c-4d00-b03a-8ff18f98b7f5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a4149e4f-1c20-4311-aaaa-617ff26a1fc5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_00dd980e-3a13-4f00-99d6-01c5d1c16e41.png 4x","Arizona® Iced Tea With Raspberry Flavor.,Raspberry tea.,Sun brewed style.","Premium Brewed Blend Of Black Teas Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Citric Acid, Natural Raspberry Flavor","Shake well.,Refrigerate after opining.",,,
"Bigelow Tea, Perfectly Mint, Classic, Tea Bags",$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_22670427-965e-4705-b65d-1f5073f50d1c.jpeg 4x,"Perfectly Mint is the perfect blend of hand-picked tea from beautiful gardens around the world combined with American grown spearmint. It's clean & smooth with a refreshing and invigorating mint finish. It's perfect hot or iced!,• The perfect blend of tea and American grown mint,• Gluten–free, Non-GMO, Kosher Parve, Kosher for Passover,• 20 Tea bags, individually wrapped in foil pouches for peak flavor, freshness and aroma,• Each Ingredient has been carefully selected by the Bigelow Family to deliver an uncompromised quality tea experience","Black Tea, Spearmint","How to make a perfect cup. Start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 2 - 4 minutes (or whatever time you like), remove bag. For iced tea by the glass, steep longer & pour over ice. Enjoy!",,Gluten Free,
