Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free
"Remedy Drinks Raspberry Lemonade, Organic, Sugar Free Kombucha",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14b4bd23-2492-46df-ab33-8ef98d11239c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ebe9d251-efe0-4c49-85f0-f3230c8e92c0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1c6fa533-fb5f-4516-aad0-f67f2bd55857.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_633ba194-4b0a-44ff-b60d-2d490cb89632.jpg 4x",,,"No sugar, 5 calories and the summer lemonade classic you know and love, with a twist. Give your gut and your tastebuds some love with this reimagined raspberry lemonade flavor. Perfect for kombucha first-timers, casual drinkers, and OG booch lovers alike. We delicately brew out the sugar over 30 days, leaving a delicious, organic drink that’s full of gut health fermented goodness: happy and healthy live cultures (never filtered, pasteurized, or added separately), organic acids, and antioxidants. Remedy Kombucha is also Non-GMO Project Verified, keto, vegan & gluten free. Learn more at remedybrands.com.","Organic raw kombucha (carbonated water, sugar*^, black tea leaves*, green tea leaves*, kombucha culture* (yeast, bacteria cultures)), erythritol*, hibiscus tea (water, hibiscus*), natural raspberry flavor*, lemon juice*, stevia extract (steviol glycosides*).,*Certified Organic Ingredients. ^No sugar remains after Remedy’s long-aged fermentation. Contains < 1% Juice.",Best served chilled.,,
Humm Kombucha Blueberry Mint Probiotic Kombucha,,$5.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4b969981-3e20-4f25-b162-10824800ee36.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1ea573fd-3ad8-4492-bd1f-2974d8c47de8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c44a20e7-60ec-44c7-ad84-0d934bda439f.jpg 4x",,,"Tastes great. In your hands you are holding the fruit (get it?) of an idea we've been chasing forever - that good for you should taste good. So when blueberries and mint come together to do a tart little tango on your tastebuds, we'll sit back and relax knowing we did our job for the day. And all this with only 7 g of sugar. Verified non-alcoholic (Contains less than 0.5% alcohol). Please recycle.,• Organic,• Vegan","Organic Raw Carbonated Kombucha (filtered Water, Organic Green Tea, Organic Black Tea, Organic White Grape Juice, Organic Cane Sugar, Kombucha Cultures), Organic Apple Juice, Organic Blueberry Juice, Organic Elderberry Juice, Natural Flavors*, Probiotic: Bacillus Subtilis, Vitamin B12",Keep refrigerated.,Do not shake.,
"Health-Ade Kombucha, Ginger-Lemon",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1cb5afbf-cf44-4396-a834-5c59862bd017.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_30bf9394-4317-403c-bdd8-1679293c94cb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_27ea6849-a0b7-4d48-95e7-510708e6e26b.png 4x",,,"A bubbly probiotic tea. USDA Organic. Certified Organic by Organic Certifiers. Certified Vegan. vegan.org. Certified Gluten-free. Non GMO Project verified. nongmoproject.org. Follow your gut! Pucker up with our classic and fan favorite, organic and raw ginger-lemon kombucha. The best tasting and highest quality kombucha you can buy. Fermented in glass. Real food handcrafted. Small batch kombucha. Cold-pressed flavors. Certified raw. health-ade.com. (at)healthade. Brewed and bottled in California, USA.","Filtered Water, Kombucha Culture (yeast And Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Evaporated Cane Juice (sugar), Cold-pressed Organic Ginger Juice, Cold-pressed Organic Lemon Juice.",Keep refrigerated.,"Do not shake. Kombucha should not be consumed if left unrefrigerated for an extended period of time. Pregnant/breastfeeding? Consult your doctor. Due to natural fermentation, there may be trace amounts of alcohol and small pieces of culture.",
GT's Living Foods Synergy Mystic Mango Kombucha Drink (Case),$3.49,$61.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_995d18ca-6c64-4922-bbc4-3facca97ea32.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aca5f077-acd7-42a6-bb7c-69f73790686d.png 4x",,,"Aminos + polyphenols. Enzymes + probiotics. Pure. Potent. Purposeful. Over 25 years of authentic Kombucha.,• 9 billion living probiotics.",,"Do not shake - handle with care.,Keep refrigerated.",,
VitaLife Berry Nirvana Kombucha,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_de1141ba-c4da-4835-ba5d-4849765c22c6.jpg 4x,,,,,,,
VitaLife Ginger Awakening Kombucha,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70ed1749-55cd-4807-9b1c-595efcd146e4.jpg 4x,,,,,,,
"Simple Truth Kombucha, Blueberry Ginger",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_27519e64-f4a4-42d6-9442-ffa4f188bfbd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7eab8942-c81f-4774-9973-7fb697355629.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9d7d2df8-64f0-42f2-b595-d0937e122875.png 4x",,,,"Water, Organic Raw Kombucha (Filtered Water, Organic Cane Sugar (Fair Trade Certified by Fair Trade USA. 79% Fair Trade Certified Ingredients), Organic Tea Blend (Fair Trade Certified by Fair Trade USA. 79% Fair Trade Certified Ingredients), Organic Kombucha Culture), Organic Cane Sugar (Fair Trade Certified by Fair Trade USA. 79% Fair Trade Certified Ingredients), Organic Ginger Juice, Organic Blueberry Juice Concentrate, Organic Natural Flavor, Bacillus Subtilis.",Perishable. Keep refrigerated.,,
"Simple Truth Kombucha, Raspberry Hibiscus",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_765c321e-6c15-4460-a873-d5bc59c48ade.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cabaea52-29c2-48a2-b40a-905c26ca04ae.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a9315fc7-d74d-400f-b399-dc849bf417fd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e8db4976-13a1-42c3-b76d-7e63cbebb825.png 4x",,,,"Organic Raw Kombucha (Filtered Water, Organic Cane Sugar (Fair Trade Certified by Fair Trade USA 85% Fair Trade Certified Ingredients), Organic Tea Blend (Fair Trade Certified by Fair Trade USA 85% Fair Trade Certified Ingredients), Organic Kombucha Culture), Water, Organic Cane Sugar (Fair Trade Certified by Fair Trade USA 85% Fair Trade Certified Ingredients), Organic Hibiscus Flower Extract, Organic Raspberry Juice Concentrate, Organic Natural Flavors, Bacillus Subtilis.",Perishable. Keep refrigerated.,,
"KeVita Kombucha, Mango Lime, Bold + Smooth",,$4.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3676b749-f7b8-47be-b9fb-fde459fb4bc1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ffa2ec68-36e5-4ff6-bd48-e5c61e55f8d3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a4e4f671-31fb-4fd5-94ac-5ee6f5098cd9.png 4x",Gluten Free,,"The Kevita family of drinks are certified organic, using only the finest ingredients. We revitalize ourselves, and the planet, from the inside out.","Sparkling Water, Kombucha Culture (filtered Water, Black Tea*, Green Tea*, Natural Flavor*)*, Filtered Water, Cane Sugar*, Mango Puree*, Mango Flavor*, Bacillus Coagulans Mtcc 5856, Ginger Extract*, Black Tea*, Black Tea Essence*, Caffeine (green Coffee Bean Extract)*, Lime Extract*, Green Tea*, Purified Stevia Leaf Extract*, *certified Organic Ingredient",Perishable. Keep refrigerated.,,
"Simple Truth Kombucha, Zero Sugar, Lemon Ginger",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4adcb461-ec3b-4dcf-a5b5-664a5192e19f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7cb8aa5b-a50f-4ba0-b03f-de697e7a52b2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e73d067d-0f5f-450d-821a-6ed28d73192b.png 4x",,,,"Water, Organic Kombucha (Water, Organic Kombucha Culture, Organic Black Tea, Organic Green Tea, Organic Cane Sugar (Adds a Trivial Amount of Sugar)), Organic Erythritol, Organic Lemon Juice Concentrate (Adds a Trivial Amount of Sugar), Organic Ginger Juice, Organic Stevia, Organic Natural Flavors, Bacillus Subtilis.",Perishable keep refrigerated.,,
"Brew Dr. Kombucha Superberry, Raspberry, Blueberry & Goji Berry, Organic Kombucha",$10.39,$13.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6f7edeeb-e9ed-40c4-9feb-51b1c7bf7cbd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47c4507c-936f-48ab-acc0-f95ae7c34fe5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb3d81f4-ffa4-4eb6-a94e-98f5b409ebd1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ed27e0dd-76da-4e2b-a052-fc8e8f92ec6f.jpg 4x",Gluten Free,,"This smooth and fruity berry blend is made with six berries (including raspberry, blueberry, and strawberry) and oolong tea. What makes Superberry so super? Maybe it's the delicious combination of six different of berries, maybe it's the perfect amount of bubbles, maybe it's the hint of hibiscus. Maybe it's all of the above. Brew Dr. Kombucha is made with organic ingredients, is probiotic & gut friendly, and contains no artificial sweeteners, only the good stuff. It's a great alternative to soda and sugary iced teas. We craft tasty, easy-drinking kombucha so that you can enjoy every refreshing sip.,• Raw and authentic Kombucha made from loose leaf tea blends,• Contains live and active cultures,• Non GMO, certified gluten-free, certified Kosher, certified USDA Organic,• Gut friendly and probiotic,• Certified B-Corp","Brewed Tea (water, Currant*, Oolong Tea*, Elderberry*, Hibiscus*, Blueberry*, Goji Berry*, Strawberry*, Raspberry*), Cane Sugar*, Live Kombucha Culture (yeast, Bacteria).",Keep refrigerated.,,
"Humm Kombucha Strawberry Lemonade, Probiotic Kombucha",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da4cba34-ca09-4d45-9449-e40ea60809c3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_22b3f982-dd0e-4f95-9f23-fe5b0d16713b.jpg 4x",,,"Absurdly tasty, live & raw probiotic kombucha. 100% Real. No artificial sweeteners, USDA certified organic, Non-GMO, Vegan, Keto-friendly and Gluten Free. Only 35 calories per can. Loaded with vitamin B12 to boost energy.","Organic Raw Carbonated Kombucha (filtered water, organic green tea, organic black tea, organic cane sugar, kombucha cultures), Organic Strawberry Juice (Organic Apple, Organic Pear Juice, Organic Strawberry, and Organic Elderberry Juice, Citric acid, and Organic Flavors), Organic Lemon Juice, Natural Flavors**, Organic Elderberry Juice, Live Active Cultures: Bacillus subtilis, Vitamin B12 **From Plant Based Ingredients",Keep refrigerated.,,
Humm Kombucha Mango Passionfruit Probiotic Kombucha,,$5.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_31658bd7-aff4-48a5-a670-9263e09d4804.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea170ee1-17e6-4a94-b626-3a88b5635a50.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7852e748-cb9e-4e0e-9c34-b099a1564da0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0d959f13-25f7-441b-8a51-be1fca0409e7.jpg 4x",,,"Tastes great. Disclaimer: If you think things that are good for you shouldn't taste good, maybe think about grabbing another brand of kombucha. This bottle however, is what happens when you take the gut health-boosting power of B12 and probiotics and combine it with the sultry sweetness of mango and passionfruit. Hello, mellow. Verified non-alcoholic (Contains less than 0.5% alcohol). Please recycle.,• Organic,• Vegan","Organic Raw Carbonated Kombucha (filtered Water, Organic Green Tea, Organic Black Tea, Organic White Grape Juice, Organic Cane Sugar, Kombucha Cultures), Organic Apple Juice, Organic Mango Puree, Organic Passion Fruit Juice, Natural Flavors*, Probiotic: Bacillus Subtilis, Vitamin B12",Keep refrigerated.,Caution: Contents under pressure.,
Brew Dr. Kombucha Organic Crisp Apple,$2.50,$3.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e38daf4f-8115-478d-a8e8-6fa5a59690a3.png 4x,Gluten Free,,,"Brewed Tea (Water, Green Tea (Organic)), Apple Juice (Organic), Cane Sugar (Organic), Live Kombucha Culture (Yeast, Bacteria), Lemon Juice (Organic), Apple Essence (Organic), Malic Acid (Organic).",Keep refrigerated.,Bottle may burst if unrefrigerated.,
"KeVita Flavored Beverages Chilled, Raspberry Lemon",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_02ca718a-c52d-40b7-8da7-f24dcfbc6323.jpeg 4x,,,,"Purified Water, Kombucha Culture (Certified Organic Ingredient)( Cane Sugar (Certified Organic Ingredient), Black Tea (Certified Organic Ingredient), Green Tea (Certified Organic Ingredient), Tea Essence (Certified Organic Ingredient), Ginger Extract (Certified Organic Ingredient)), Raspberry Juice Concentrate (Certified Organic Ingredient), Lemon Extract (Certified Organic Ingredient), Reb A (Stevia Leaf Extract)( Certified Organic Ingredient), Caffeine (Certified Organic Ingredient (Organic Caffeine: 80 Mg Per Bottle)), Bacillus Coagulans (Lactospore Mtcc 5856), Lactobacillus Rhamnosus.",,,
Humm Kombucha Coconut Lime Probiotic Kombucha,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4093cb4c-ceb8-4d79-98bf-56ded2b382b8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c0fc027-8c1b-4821-b420-6be54af864d1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0d03a81a-efbc-43cd-8f1e-b5563ff600cf.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_379f42ee-82a4-4cb4-a1f1-aaa08190b613.jpg 4x",,,"Tastes great. Good for you doesn't have to taste bad. Full stop. Now that That's out of the way, let's talk about how all you've got to do is stick a tiny umbrella inside this bottle of kombucha to get the blissed-out beach vibes you crave (no matter how far from the ocean you are). Verified non-alcoholic (Contains less than 0.5% alcohol). Please recycle.,• Organic,• Vegan","Organic Raw Carbonated Kombucha (filtered water, organic green tea, organic black tea, organic cane sugar, kombucha cultures), Organic Cane Sugar, Organic Lime Juice, Natural Flavors**, Live active cultures: Bacillus Subtilis, Vitamin B12 **From Plant Based Ingredients",Keep refrigerated.,Contains a trace amount of alcohol.,
