Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,"Quench your thirst with Fit & Active Grape Flavor Liquid Water Enhancer, a delicious way to add flavor to your water. With zero calories and less than 1 carb per serving, this liquid enhancer is perfect for those watching their intake. Made with natural flavors and without sugar or gluten, it's a healthier alternative to sugary drinks. The kosher ingredients include citric acid and potassium sorbate (preservative). Each bottle contains 24 servings, making it convenient for on-the-go hydration. Order now on Instacart for same-day delivery or pickup and enjoy a refreshing glass of grape-flavored water anytime, anywhere.","Quench your thirst and stay energized with Cirkul Gosip Grape Flavor Energy Cartridge, the perfect drink for those on-the-go. This convenient tumbler lets you enjoy a refreshing and delicious grape-flavored drink with added caffeine, taurine, and vitamins B3 and B12. With no sugar, fat, or carbs, it's a guilt-free way to stay hydrated all day long. Made with filtered water, natural flavors, and other high-quality ingredients, this energy cartridge is gluten-free and suitable for people with various dietary restrictions. Get your hands on Cirkul Gosip Grape Flavor Energy Cartridge today through Instacart's same-day delivery or pickup!","With just half a teaspoon of Food Club Black Cherry +Energy Liquid Beverage Enhancer, you can liven up your water and get an extra boost of energy for your day. This gluten-free enhancer contains zero juice but packs 60mg of caffeine per serving, along with taurine, guarana extract, ginseng extract, niacinamide (vitamin B3), pyridoxine hydrochloride (vitamin B6), cyanocobalamin (vitamin B12), and natural flavor. It is also kosher certified. Each bottle contains 24 servings and does not need refrigeration. For best quality, use within one month of opening. Get yours today through Instacart for same-day delivery or pickup!","Quench your thirst with Splenda Strawberry Watermelon Liquid Water Enhancer. One squeeze is all it takes to turn ordinary water into a flavorful, refreshing drink. Perfect for people with diabetes, this water enhancer contains natural flavors and Splenda Sucralose for a sweet taste without any added sugars. Plus, it's kosher and has zero calories, making it a guilt-free choice. Each bottle provides about 30 servings, so you can enjoy your favorite drink without worrying about running out quickly. Simply shake well before using, add one squeeze to 12 oz of water, and enjoy! Available on Instacart for same-day delivery or pickup."
Starbucks Caramel Dolce Flavored Cold Brew Coffee Concentrate,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c7f4e2da-cfab-46f2-a868-af071216a907.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7f2d707a-ab7d-48cc-91d7-2a3c02b9ded5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_89a3b9c5-cfb2-4dcd-8967-fcb2bad02cdf.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_050d111d-535f-44a8-8f1b-6ed1ca55c78a.jpg 4x","Your favorite cold brew… is now easy to make at home with new Starbucks Cold Brew Single-Serve Concentrates. Just mix with water and ice for a taste that’s smooth, delicious and perfectly yours. We've cold-steeped our custom blend of medium-roast coffee and added hints of caramel flavor to craft this rich concentrate. It's perfect for those of us who love a cold glass of cold brew coffee but don't have the time to wait.,• COLD BREW COFFEE: The super-smooth and delicious Starbucks cold brew coffee you love is easy to make at home with our single-serve concentrate,• PERFECTLY DELICIOUS: Our medium-roast Starbucks Caramel Dolce Cold Brew coffee is smooth with creamy caramel notes,• IT'S EASY: We've cold-steeped our custom blend of coffee into this rich concentrate, so all you have to do is peel, pour over ice and add 8 fl. ounces of water,• CONTAINS: The single serve concentrate box contains 6 pre-portioned pods, with each pod making one glass of cold brew coffee,• STARBUCKS QUALITY: Inspired by the Cold Brew served at Starbucks Cafes, our cold brew at home coffee has the Starbucks taste you know, love and expect","Brewed Coffee (water, Coffee), Natural Flavors.","It's easy. Peel. Pour over ice. Add 8 fl oz of water and enjoy. Make it yours. Sir in milk, sugar or other flavors for a tasty twist.",Not intended for use in any single-serve machine.,,,,,,
"Klass Aguas Frescas, Sugar Free, Strawberry Watermelon",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e9d102b4-938f-4d74-bf91-828db360c753.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_214f1a43-d2de-47e1-beb3-1b732ed4234d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b23168a7-bc33-4ee4-8b60-e7981e7430e3.png 4x",24 servings. A new convenient way to drink the traditional Agus Frescas. Naturalmente Mexicano. Dreampak.,"Water, Lactic Acid, Natural Flavors, Contains Less Than 2% Of: Sucralose, Stevia, Antioxidant (d,l-alpha Tocopherol Acetate), Red 40, Blue Dye 1.","Add 1 squeeze (2 ml) to 8 fl oz of water to enjoy.,Store in a cool and dry place.",Keep out of reach of children.,,,,,,
MiO Vitamins Tropical Cherry Naturally Flavored & Sweetened Liquid Water Enhancer,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ba2714f-75b4-4bf4-80ce-28b2da1239a3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_27df99fb-713b-436f-a9a2-37afee54222c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_439617b7-60dc-4975-8f51-d9a7933bf6ca.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ba9211c3-cc12-47bc-817a-d32fe36cc557.jpg 4x","MiO Vitamins Tropical Cherry Liquid Water Enhancer fixes plain water with a boost of B vitamins, creating a refreshing drink to help you power through your day. Squeeze just a few drops from the bottle to instantly infuse your water with the bold taste of cherry. Our flavored water enhancer has vitamins, and zero calories. The portable 1.62 fluid ounce bottle of MiO Liquid Water Enhancer easily fits in your gym bag or glove box, perfect for a quick splash of flavor on-the-go. Start the new year off right with our sugar free soda alternative. Our cherry liquid water enhancer is a fun and delicious way to stay hydrated.,• 12 servings of MiO Tropical Cherry natural flavor with other natural flavors Liquid Water Enhancer,• Start the new year off right with our sugar free soda alternative,• Enjoy a boost of B vitamins from MiO Tropical Cherry natural flavor with other natural flavors Liquid Water Enhancer,• MiO Vitamins Tropical Cherry natural flavor with other natural flavors Liquid Water Enhancer quenches your thirst with a cool, refreshing taste,• MiO Vitamins Troical Cherry is made with natural flavors,• This MiO Liquid Water Enhancer is a sugar free water enhancer containing zero calories,• Liquid water enhancer comes in a portable bottle for on-the-go refreshment,• Our liquid water enhancer with vitamins can be easily stored for convenient usage","Ingredients: Water, Malic Acid, Citric Acid, Natural Flavor, Contains Less Than 2% Of Niacinamide (vitamin B3), Vitamin B6, Vitamin B12, Stevia Leaf Extract, Sodium Citrate, Red 40, Blue 1, Potassium Sorbate (preservative).",Make Your Mio 1 Squeeze (~1 Tsp) Per 8 Fl Oz Serving Of Water Always Dilute,Always dilute.,,,,,,
"Store Brand Liquid Water Enhancer, Grape",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_496727ad-24ab-4990-b2c7-74f552ed85e8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df588dd5-f853-42be-93b3-02bd98ad3c00.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_92e2482b-2842-4647-8677-594ce12069cf.png 4x",• Kosher,"Water, Citric Acid, Propylene Glycol, Potassium Citrate, Sucralose, Contains Less Than 2% Of Acesulfame Potassium, Natural Flavor, Niacinamide (vitamin B3), Red 40, Potassium Sorbate (preservative), Pyridoxine Hydrochloride (vitamin B6), Blue 1, Cyanocobalamin (vitamin B12)","Add 1 squeeze to 12 fluid ounces of water always dilute.,Does not need refrigeration.,Tear.",,,,,,,
"Store Brand Water Enhancer, Cherry, Liquid",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_db53df9d-966a-42c6-b1de-55931d3d895b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8d9405d7-caf1-43d8-b1f1-fd995252a520.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aaa1c2e1-7df4-447b-a607-1bd2d438b87c.png 4x","Always dilute.,• Kosher","Water, Citric Acid, Potassium Citrate, Sucralose, Gum Arabic, Acesulfame Potassium, Natural Flavor, Sucrose Acetate Isobutyrate, Red 40, Blue 1, Potassium Sorbate (preservative).","Add 1 squeeze to 12 fluid ounces of water.,Does not need refrigeration.,For best quality, use within one month of opening.",,,,,,,
"Klass Aguas Frescas, Sugar Free, Cucumber, Limeade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e81432a7-872a-468e-8d5d-ad92aac866fd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3e774569-f74a-4fc0-9003-8a3e1ee22981.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8f8eefac-682d-4910-b89f-6c5a321265cd.png 4x","A new convenient way to drink the traditional aguas frescas.,• Sugar Free/No Sugar","Water, Lactic Acid, Natural Flavors, Contains Less Than 2% Of: Sucralose, Stevia, Sodium Citrate, Antioxidant (d,l-alpha Tocopherol Acetate), Yellow 5.","Add 1 squeeze (2 ml) to 8 fl oz of water to enjoy.,Store in a cool, and dry place.",Keep out of reach of children.,,,,,,
"Store Brand Drink Mix, Mango, Pineapple, Liquid Water Enhancer",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5bb17b85-185d-4721-a44c-26cb506418c8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f9bb5304-eba8-449e-8b7c-e0969bc13e3b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c04c97d-4fcc-4863-a2ed-ee907b3dfbea.png 4x","how2recycle.info.,• Kosher","Water, Citric Acid, Sodium Citrate, Gum Arabic, Contains Less Than 2% Of Sucralose, Acesulfame Potassium, Ester Gum, Natural Flavor, Yellow 6. Potassium Sorbate (preservative), Sodium Benzoate (preservative).","Add 1 squeeze to 12 fluid ounces of water. Always dilute.,Does not need refrigeration.,For best quality, use within one month of opening.",,,,,,,
"Stur Liquid Water Enhancer, Black Cherry",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9d403dac-215e-4279-a4e9-ed14d7ffb328.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10a41f6d-9d8e-4b41-a1f9-83807a1cc245.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ce895df4-aa17-462c-888a-cc426eb8d90f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3f61bb4e-2315-4305-abd1-63f5d525a19b.jpg 4x","0 SUGAR, 0 CALORIES, 100% VITAMIN-C PER SERVING, KOSHER, KETO FRIENDLY(0.2 net carbs/serving) - Whatever your health goals are, Stur can help you cut sugar and chemicals out of your diet, and stay hydrated which to support your diet and overall wellness. Stur is a great replacement for soda/juices/artificial drink mix, and it is a great addition to SodaStream.,MAKES 100 8oz FLAVORED WATER DRINKS-- conveniently use at home, at work, on-the-go. Add as much flavor as you want and notice the great value compared to bottled flavored water brands. Stur Liquid Drink Mix or Water Enhancers as they are referred to, mix instantly into water, unlike powder drink mix.,LOVE WATER NATURALLY – Unlike traditional drink mix brands that use chemicals for flavor, color and sweetness, Stur is made from real, delicious fruit extracts, sweetened with uniquely steeped Stevia, and colored using tiny amounts of fruit and vegetable juice.","Purified Water, Natural Fruit Flavor Extract, Fiber, Citric Acid, Fruit And Vegetable Juice (color), Natural Stevia Extract.",{},,,,,,,
4C Foods Water Enhancer Strawberry Lemonade,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_80490962-c984-41a0-bd73-668a3fe6dd07.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3344786d-e796-4820-b594-60c90b527e04.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c5b26fe-82af-4ba1-acac-5672cc5d98be.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd250910-4b87-416e-966f-b37e3db7b3eb.png 4x",4C® Water Enhancer Strawberry Lemonade. Natural & artificial flavors. Contains 0% juice. This product is sugar free.,"Water, Citric Acid, Natural And Artificial Strawberry Flavor, Natural Lemon Flavor With Other Natural Flavors, Propylene Glycol, Sodium Citrate, Acesulfame Potassium, Sucralose, Natural Lemon Juice Powder, Potassium Sorbate (preservative), Red 40.",Always dilute. For best quality use within one month of opening. Does not need refrigeration.,,,,,,,
"Food Club Liquid Beverage Enhancer, Lemonade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa999e8d-f776-4ae7-a2d4-89030047c45a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b457e973-01d2-433c-a23e-5410ba1d1c2c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7052f062-e716-4724-b6f1-728e582146ca.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_17b1a586-1455-42b8-9c36-0f69e7c0454a.png 4x","Natural flavor with other natural flavors. With vitamins B3, B6, B12. Since 1945. Always dilute. One squeeze for each 12 fl oz serving. Quality guaranteed. www.foodclubbrand.com. Scan for more food information or call 1-888-423-0139.","Water, Citric Acid, Sodium Citrate, Gum Arabic, Sucralose, Contains Less than 2% of Niacinamide (Vitamin B3), Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamin (Vitamin B12), Natural Flavor, Sucrose Acetate Isobutyrate, Yellow 5, Sodium Benzoate (Preservative), Potassium Sorbate (Preservative).","Does not need refrigeration.,For best quality, use within one month of opening.",,,,,,,
"Stur Drinks Grape Liquid, Water Enhancer",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ef7ecefa-6a96-492f-a5e2-f35db36b1836.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b120bc65-1acd-4e87-b48a-e9c752ca52a7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_39a26d78-95f1-41bb-aaf6-564b4848a3a2.jpg 4x","Available in a variety of delicious fruit flavors, Stur water enhancers are the liquid drink mix for consumers looking for natural ingredients. Delicious, naturally flavored water can now be made at home or on the go with our portable liquid drink mix bottles. To use, flip-open the cap. Point downwards directly into your water. And squeeze 1 second per serving in 8-ounces of water (squeeze longer to add more flavor)! Each portable bottle of Stur makes 20 8-ounce drinks – with 0 sugar, 0 calories, and an excellent source of Vitamin C per serving.","Purified Water, Natural Fruit Flavor Extract, White Grape Juice, Vitamin C (ascorbic Acid), Fruit And Vegetable Juice (color), Natural Stevia Extract.","How to use: 1 squeeze in 8 oz of water. Adjust to taste.,Best within 1 mo. of opening.",,,,,,,
Store Brand Liquid Water Enhancer Fruit Punch,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_adcf268e-97df-425a-a482-d52c3a8254a0.jpg 4x,"Ahold™ Fruit Punch Liquid Water Enhancer.,Natural Flavor.,Contains Vitamins B6, B12 & Niacin.,Makes up to 24 servings.,Amount per serving.,Calories 0.","Water, Malic Acid, Citric Acid, Contains Less Than 2%: Natural Flavors, Sucralose, Acesulfame Potassium, Potassium Citrate, Gum Arabic, Red 40, Sucrose Acetate Isobutyrate, Pyridoxine Hydrocholride (vitamin B6), Niacinamide (vitamin B3), Cyanocobalamin (vitamin B12).","Always dilute.,Does not need refrigeration.,For the best quality, use within one month of opening.",,,,,,,
"AriZona Liquid Water Enhancer, Arnold Palmer, Half & Half Iced Tea Lemonade",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e289355b-ad46-4213-928b-eb3495f27f8e.png 4x,All natural flavor. An American company. Contains 2% juice. www.drinkarizona.com. www.arnoldpalmer.com. Zero calorie. 32 servings.,"Lemon Juice Concentrate, Pear Juice Concentrate, Natural Flavors, Tea Essence, Honey, Water, Citric Acid, Gum Acacia, Sucralose, Ester Gum, Potassium Sorbate (preservative), Sodium Benzoate (preservative), Calcium Disodium Edta",Just one squeeze per 8 fl oz serving! Always dilute. Shake well. Does not need refrigeration. For best results use within one month of opening.,,,,,,,
Tea Drops Matcha Premium Bagless Herbal Tea,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1499b021-3206-4a10-84e8-eff22fa7bcc8.png 4x,"10 servings per box. Fair trade certified ingredients. USDA organic. Gluten free. Certified by CCOF. Just add hot water. It's tea magic! Not a tea bag. Caffeine level. Sashee chandran chief tea magician. Our story: One day sashee wanted tea without the waste of a tea bag, so created hashtag Teamagic. We create magical tea moments that connect you to what's important. What's a tea drop? Organic matcha tea organic raw sugar. Our full-bodied matcha Green Tea will kick-start your morning or help you power through your afternoon with calm alertness. An earthy and gently sweet matcha experience. Tea Drops are organic, lightly sweetened, ground leaf teas that are pressed into fun shapes. They melt in hot water - like a bath bomb, except it's tea! Swirl cup gently while consuming to capture every fiber-rich sip. Proudly woman owned. Read your tea leaf fortune! letters, separate pieces, unique shapes, small symbols. You'll notice tea sediment at the bottom of your cup. Look for any objects such as cats, trees, flowers, letters, numbers, etc. Discern these using your intuition. They may have a significant meaning to you! With every purchase, you donate a year's supply of clean water to someone in need. Thirst project. We're just a little sweet! About 1 teaspoon of sugar in each drop! You and I. A matcha made in heaven! Japanese matcha tea. myteadrop.com. (at)myteadrop. Facebook. Twitter. Instagram.","*organic Raw Sugar, Organic Premium Matcha Green Tea","Pop drop into your cup. pour boiling water. 2 - 4 oz for iced, or 8 -12 oz for hot. Stir & enjoy, hot or iced! (Add ice + cold water for iced).",,,,,,,
