Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,"Craving a refreshing energy boost without the guilt? Look no further than Alani Nu Mimosa Energy Drink. With zero sugar and only 10 calories, this gluten-free, fat-free, and vegan drink packs a punch with caffeine, taurine, and ginseng extract to jumpstart your day. The lively combination of citrus and champagne flavors will make you feel like you're sipping on a mimosa at Sunday brunch. Just remember: with warnings against consumption by children, pregnant women or those sensitive to caffeine, it's not for everyone. Instacart offers same-day delivery or pickup so you can enjoy this energizing drink in no time!",Soy Free,"Quench your thirst while fueling your body with REIGN Peach Nectarine. Each 12oz slim can is packed with 200mg of plant-based caffeine, B vitamins, Zinc, Vitamin A and Vitamin C—without any sugar. Plus, the immunity blend supports your overall health while Biotin helps promote healthy skin, hair and nails. With carbonated water and natural flavors, this gluten-free and kosher drink has only 10 calories per serving. Perfect for those who want to stay hydrated with a tasty beverage that won't compromise their health goals. Get REIGN Peach Nectarine delivered to your door through Instacart's same-day delivery or pickup.",Milk Free
Monster Energy Rehab Monster Peach Tea,,$3.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_06222a30-293d-4858-bf74-9ec4c5afbce7.png 4x,"It’s 2 P.M. Still sleeping, but who’s banging on the door? “Housekeeping!” Your eyes open to see a mermaid scooting across the floor. The housekeeper screams and mutters a prayer. This can’t be right. Your eyes close. It’s after 4 now. Your head’s pounding. So many questions. You’ve got to meet everyone downstairs in an hour to do it all again. Not a problem. You’re a professional. You crack open a Rehab Monster Peach Tea and let the peach-infused electrolytes, vitamins, and botanicals work their life-giving, hydration magic. Congrats, You’re back from the dead.","Brewed Tea (filtered Water, Black Tea Solids), Peach Juice Concentrate, Glucose, Natural Flavors, Taurine, Citric Acid, Sodium Citrate, Panax Ginseng Flavor, Magnesium Lactate, Calcium Lactate, Monopotassium Phosphate, Caffeine, Sucralose, Concentrated Coconut Water, Niacinamide (vit. B3), Salt, D-calcium Pantothenate (vit. B5), Acesulfame Potassium, Inositol, L-carnitine L-tartrate, Caramel Color, Milk Thistle Extract, Quercetin Dihydrate, Acai Puree, Goji Perry Puree, Mangosteen Concentrate, Pyridoxine Hydrochloride (vit. B6), Cyanocobalamin (vit. B12)",Tea may settle. Shake gently.,Contains coconut,,,,,,
"Celsius ESSENTIALS Sparkling Dragonberry, Energy Drink",,$4.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_207434a2-fa02-4f10-8ca7-db529a14943e.jpeg 4x,"CELSIUS ESSENTIALS™ is the ultimate energy drink line by CELSIUS®, formulated for the fitness enthusiasts looking to elevate their performance. Made with our proprietary MetaPlus® formula and three essential aminos, CELSIUS ESSENTIALS™ provides you with an unbeatable combination of ingredients that support your physical and cognitive performance. With a specially formulated lineup of bold flavors, CELSIUS ESSENTIALS™ is a game changer for those wanting to unlock their full potential and take their fitness journey to the next level. Capturing the luscious taste of strawberries combined with the exotic flavor of dragon fruit, Sparkling Dragonberry is an invigorating flavor experience that offers a delicious blend of fruity goodness! Feel the surge of performance energy and experience the difference with CELSIUS ESSENTIALS™","Carbonated Filtered Water, Citric Acid, Taurine, Guarana Seed Extract, Potassium Sorbate (preservative), Green Tea Extract, Caffeine, Sucralose, Calcium Carbonate, Ascorbic Acid, Glucuronolactone, Ginger Root Extract, Natural Flavor, Calcium Pantothenate, Acesulfame Potassium, Niacinamide, L-Theanine, L-Isoleucine, Pyridoxine Hydrochloride, Riboflavin, Chromium Chelate, Biotin, Cyanocobalamin.",Ready to Drink,"Do not exceed (1) servings per day. Not Recommended for people who are caffeine sensitive, children under 18, and women pregnant or nursing.",Gluten Free,,,,,
Red Bull Sugar Free Energy Drink,$12.69,$16.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_36f2b111-424b-4fbf-bf7d-40e5b0fd7f8a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b26fdeaa-88f8-41e0-89fb-db68c4dc0b81.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ca1215dc-3bad-4b7e-95e2-c1583f905cc2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e752b96c-a2d5-4878-9bf9-0d6986bf1774.jpg 4x","Red Bull Sugar Free Energy Drink Gives You Wiiings Whenever You Need Them. Red Bull Sugar Free Is A Lightly Carbonated Energy Drink Made With Caffeine, Taurine, B Vitamins And Water, That Brings You The Same Taste And Good Times Of Red Bull. Sweetened With Acesulfame-Potassium K And Sucralose, Red Bull Sugar Free Has 20 Calories Per 12 Fl Oz Can For A Low Calorie Energy Drink. While Aiming For Great Heights During Your Workday, In Your Workouts Or When Gaming, Why Not Crack Open A Refreshing Can Of Red Bull? Drink Sugar Free Red Bull Straight From The Can Or Pour Into A Glass Over Ice. This 4-Pack Of Red Bull Will Keep You Stocked For Any Occasion, Whether It’S Hanging With Friends, Watching The Game Or Going On A Road Trip. Be Ready For The Big Moments With A Can Of Red Bull. Store Cans Of Red Bull At Room Temperature Or Toss Them In The Fridge. Red Bull Gives You Wiiings. Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Citric Acid, Taurine, Sodium Bicarbonate, Magnesium Carbonate, Caffeine, Acesulfame K, Aspartame, Niacinamide, Calcium Pantothenate, Pyridoxine Hci, Vitamin B12, Xanthan Gum, Natural And Artificial Flavors, Colors",Best before: See base of can.,Phenylketonurics: contains phenylalanine.,,,,,,
Monster Energy Coffee + Energy Irish Blend,,$3.94," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_01098430-3531-4c64-a94b-3db257a97ced.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf13d6d3-df25-408a-8126-7b86e51f2287.png 4x","The good news is everyone loves Java Monster and it’s selling like crazy. But we can’t make enough to keep up with demand. So, we found a European source and shipped them our premium brew to make the same great tasting product. Don’t freak when you see this bright gold top on your favorite flavor… it’s our Euro version. Java Monster – still made with premium coffee and cream, brewed with the same killer flavor and supercharged with the Monster Energy Blend.","Brewed Coffee (filtered Water, Coffee), Skim Milk, Sugar, Cream, Glucose, Taurine, Sodium Citrate, Natural Flavors, Panax Ginseng Flavor, Sodium Bicarbonate, Salt, Microcrystalline Cellulose, Tricalcium Phosphate, Guar Gum, Maltodextrin, Ascorbic Acid, Sucralose, Niacinamide (vit. B3), Carrageenan, Caffeine, Cellulose Gum, Inositol, L-carnitine L-tartrate, Caramel Color, Riboflavin (vit. B2), Pyridoxine Hydrochloride (vit. B6)",Shake gently.,Allergen info: contains milk,,,,,,
REIGN Valencia Orange,,$2.78," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fa2bd0ce-ac0a-4519-8a28-4c7c7e37be1c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8beda42e-fd57-4d40-a170-e3421f300051.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8a818829-9592-4d2f-bbda-d91d28f3ead3.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_201b2e9d-b221-4b29-9f37-b04d9fff2152.jpeg 4x","Introducing REIGN Storm, the perfect storm of flavor and functionality that enhances life’s experience. Available in four amazing flavors, each 12oz slim can contains 200mg of plant-based caffeine, Biotin which aids in healthy skin, hair & nails, loaded with B vitamins, and an immunity blend of Zinc, Vitamin A + Vitamin C – all with ZERO sugar. Get ready to take the world by STORM!","Carbonated Water, Natural Flavors, Erythritol, Citric Acid (ph Control), Sodium Citrate, Caffeine, Panax Ginseng Extract, Sucralose, Ascorbic Acid (vit. C), Zinc Gluconate, Beta-carotene (color), Niacinamide (vit. B3), D-calcium Pantothenate (vit. B5), Pyridoxine Hydrochloride (vit. B6), Green Tea Extract (45% Egcg), Guarana Extract, Vitamin A Palmitate, Chromium Picolinate Biotin (vit. B7), Guayusa Extract, Cyanocobalamin (vit. B12).",{},"Consume Responsibly: Not recommended for children, people sensitive to caffeine, 1 pregnant women or women who are nursing.",,,,,,
Monster Energy Monster Ultra Strawberry Dreams,$11.49,$16.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c0cec41-1cef-440a-be0f-2231f47eb268.jpeg 4x,"Some people swear that strawberries are aphrodisiacs. They say if you share a double-strawberry with someone then they’ll catch feelings for you. All we know is the heart-shaped fruit makes the perfect flavor for our new zero sugar Ultra. Wonderfully sweet while slightly tart, this easy-drinking Ultra tastes like a dream. Passionately crafted with the Monster energy blend you crave; take one sip and you’ll be crazy for Ultra Strawberry Dreams.","Carbonated Water, Erythritol, Citric Acid, Taurine, Sodium Citrate, Natural Flavors, Panax Ginseng Flavor, L-carnitine L-tartrate, Potassium Sorbate (preservative), Caffeine, Sucralose, Sodium Benzoate (preservative), Niacinamide (vit. B3), D-calcium Pantothenate (vit.b5), Beta Carotene (color), Inositol, Vegetable Juice Color, Pyridoxine Hydrochloride (vit. B6), Cyanocobalamin (vit. B12).",{},"Consume Responsibly: Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",,,,,,
"Monster Energy Drink, Green Tea",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_30f431ea-4742-4c96-a1f8-6e51806542f2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b6935350-fabd-4aa7-b0ba-760cf2624ac6.png 4x",,"Brewed Green Tea (filtered Water, Green Tea Solids), Glucose, Taurine, Natural Flavors, Citric Acid, Panax Ginseng Flavor, Magnesium Lactate, Calcium Lactate, Caffeine, Sucralose, Monopotassium Phosphate, Sodium Citrate, Concentrated Coconut Water, Niacinamide (vit. B3), Salt, D-calcium Pantothenate (vit. B5), Caramel Color, Quercetin Dihydrate, L-carnitine L-tartrate, Inositol, Goji Berry Puree, Milk Thistle Extract, Acai Puree, Mangosteer Concentrate, Pyridoxine Hydrochloride (vit. B6), Cyanocobalamin (vit. B12)",Tea may settle - shake gently.,Allergen info: contains coconut,,,,,,
"C4 Energy Energy Drink, Grape Popsicle",,$3.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b63a3a18-7a29-4e44-b59f-52b2179fe36c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_82220dd9-a88d-4065-a1f7-191b89ae7360.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_33cfe8b2-1e32-46e7-b65c-9b470f4fd64f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c8cc1e7-889b-4dc8-8f89-78b03135a26c.png 4x","BIG THINGS POPPIN’,Energize with the flavors of summer all year long! With explosive energy and endurance available in 3 delicious, sugar-free flavors, C4 Performance Energy x Popsicle® transport you to energy paradise in every sip.","Carbonated Water, Carnosyn Beta-alanine, Betapower Betaine Anhydrous, Malic Acid, Citric Acid, Potassium Citrate, Natural & Artificial Flavors, Caffeine Anhydrous, Sucralose, Potassium Benzoate (preservative), Sodium Citrate, Acesulfame Potassium, Cyanocobalamin (vitamin B12)","Store in a cool, dry place. Do not freeze.",Caution: not intended for children or anyone under 18 years of age. Do not consume this product if you are pregnant or nursing. Do not use if sensitive to caffeine.,,,,,,
Monster Energy Juice Monster Pacific Punch,,$3.45," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6943103-cd6e-4e77-b5d2-7d94545bbeb9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_15bb0106-14a4-4056-b8da-8cdf6b827e37.png 4x","Hawaiian it’s not! Lighter, less sweet and more complex. A flavor as deep and wide as its name sake the great Pacific. Naturally we added our Monster Energy Blend to help put wind in your Sails and keep you steady and on course no matter how rough the seas. Pacific Punch your adventure awaits arrgh…Unleash the Salty Beast!","Carbonated Water, Sugar, Glucose, Orange Juice Concentrate, Apple Juice Concentrate, Taurine, Citric Acid, Raspberry Juice Concentrate, Guava Puree, Cherry Juice Concentrate, Sodium Citrate, Potassium Sorbate (preservative), Caffeine, Sodium Benzoate (preservative), Natural Flavors, Niacinamide (vit. B3), Sucralose, Pineapple Juice Concentrate, Passionfruit Juice Concentrate, Gum Arabic, Red #40, Salt, Ester Gum, Inositol, L-carnitine L-tartrate, Pyridoxine Hydrochloride (vit. B6), Riboflavin (vit. B2), Blue #1, Cyanocobalamin (vit. B12)",{},"Consume Responsibly: Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",,,,,,
"Rockstar Original, Sugar Free",$3.29,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c14314d5-b538-4716-b373-a6241ec21847.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6829640b-9750-41a2-9e99-4b2450f91187.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dac1ab29-159f-43a8-951c-d16ec6ae0776.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_28f30af7-2902-445a-81ef-e36f7af66342.png 4x","Rockstar Energy Drink is designed for those who lead active lifestyles - from Athletes to Rock Stars.,• Low Calorie,• Sugar Free,• 16 oz can","Carbonated Water, Citric Acid, Taurine, Sodium Citrate, Natural And Artificial Flavor, Caffeine, Caramel Color, Sucralose, Glucuronolactone, Sodium Benzoate (preserves Freshness), Potassium Sorbate (preserves Freshness), Acesulfame Potassium, Inositol, L-carnitine, Guarana Seed Extract, Niacinamide (vitamin B3), Calcium Pantothenate (vitamin B5), Milk Thistle Extract, Panax Ginseng Root Extract, Yellow 5, Pyridoxine Hydrochloride (vitamin B6), Riboflavin, Cyanocobalamin (vitamin B12).","{""steps[]"":""Ready to Drink""}","Not recommended for children, pregnant or nursing women, or people sensitive to caffeine.",,,,,,
"Alani Nu Energy Drink, Hawaiian Shaved Ice",,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8925cd7b-b078-4ce9-b4d8-85801fe5be91.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8568365a-0777-4e38-a43e-10a79cc88593.jpg 4x","Biotin, B6 & B12.","Carbonated Water, Citric Acid, Natural And Artificial Flavor, Taurine, Erythritol, Sodium Citrate, L-theanine, Caffeine, Sucralose, Vegetable Juice For Color, Panax Ginseng Root Extract, Sodium Benzoate (preservative), Potassium Sorbate (preservative), L-carnitine Tartrate, Acesulfame Potassium, Niacinamide (vitamin B-3), Gum Acacia, Inositol, Glucuronolactone, Sodium Chloride, D-calcium Pantothenate (vitamin B-5), Guarana Seed Extract, Pyridoxine Hydrochloride (vitamin B-6), Biotin, Cyanocobalamin (vitamin B-12).",{},"Contains: coconut., Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",Gluten Free,,,,,
