Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Coca-Cola Cherry Soda Soda Soft Drink Mini Cans,$11.29,$11.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f4e8623-71a9-4e6f-bb00-2e25858c541d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_59fca8a8-2512-4b25-87cd-ec0d379060c9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_335273b3-acf4-4ae2-9b4d-6c199a2248a8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9d4fd1c8-70c3-4635-b531-f24827431ee4.jpg 4x","Soda. Pop. Soft drink. Sparkling beverage.,Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola Cherry. A little flavor can make a lot of magic happen and Coca-Cola Cherry is here to make your taste buds happy. Enjoy with friends, on the go or with a meal. Whatever the occasion, Coca-Cola Cherry makes life’s special moments a little bit better.,A delicious combination of flavors, Coca-Cola Cherry blends a familiar taste of Coca-Cola Original Taste with something unexpected, creating more ways for you to enjoy Coca-Cola. Between that perfect taste and refreshing fizz, it’s sure to give you that “ahhh” moment whenever you want it.,Coca-Cola is available in many different options, including Coca-Cola Original Taste and a variety of all-time favorite flavors like Coca-Cola Vanilla and Coca-Cola Cherry Vanilla. Looking for something with zero sugar or caffeine free? Then look no further than Coca-Cola Zero Sugar and Coca-Cola Caffeine Free. Whatever you’re looking for, there’s a Coca-Cola to satisfy your taste buds.,Every sip, every “ahhh,” every smile—find that feeling with Coca-Cola Cherry. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola Cherry and find your “ahhh” moment.,Enjoy Coca-Cola Cherry.,• Delicious combination of Coca-Cola and cherry flavor,• Refreshing, crisp taste pairs perfectly with a meal or with friends,• 21 mg of caffeine in each 7.5 oz serving,• 7.5 fl oz in each can,• This sparkling beverage is best enjoyed ice-cold for maximum refreshment","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",{},,,
Fanta Strawberry Soda Fruit Flavored Soft Drink,$1.19,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9c502aa6-2927-405b-89ba-052e5b8950bb.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a82de9da-ce5e-41e4-b1e5-a1d098e93614.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f0ba7d5-7da6-4122-b906-25fb507c6056.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a8d7d83d-ce8c-440d-9ed1-781397bf2b68.jpg 4x","Choosing the right fruit soda can be a whole thing. But when you’ve got a delicious bottle of Fanta Strawberry ready to go, the decision is easy. Why?,Because who doesn’t want to try the ripeness, the sweetness, the juiciness of plump, red strawberries, all in a caffeine-free soda? It’s like finding the most perfect strawberry out of the bunch. And raising it as if it were your own. Drinking Fanta Strawberry soda.,Fanta has been making delicious flavors like this for literally, a long time. Not Jurassic long, or like a tortoises’ lifespan long, but most likely before you were born long (unless you are a grandparent, in which case rock on gramps!). So anyway, you should trust Fanta when it comes to fruit soda. We have a lot of flavors you should try, and they are all super good.,Grab yourself a 20oz bottle of Fanta Strawberry soda—come on, the decision is easy.,• It’s a refreshingly fruity strawberry soda that tastes great with your fave snack,• 100% naturally flavored soft drink,• Delicious fruit flavored drink,• Pop this pack in the fridge, it's the perfect flavor adventure with friends (or perfect for when you’re alone with a snack —either way),• Fanta Strawberry 20 fl oz bottle - the perfect for anything, thing","Carbonated Water, High Fructose Corn Syrup, Natural Flavors, Citric Acid, Sodium Benzoate (to Protect Taste), Red 40",{},,,
Pepsi Zero Sugar Cola Soda Pop Mini Cans,,$6.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_19ae1fd4-7bc5-4db9-8649-2552bfbe80fe.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_05b991d6-0613-431a-a0a3-d1d68542f461.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfabce7c-110f-4128-ad88-26d3e0f45edf.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_52ef2b70-1141-46db-93cf-df0def12621b.png 4x","The bold, refreshing cola born in New Bern, NC in 1898 and still bottled in the USA.,• Pepsi Zero Sugar Cola Soda Pop: Zero Sugar. All Pepsi.,• Pepsi Zero Sugar Cola Soda Pop: Zero Sugar All Pepsi,• Bold Pepsi cola flavor with zero sugar","Carbonated Water, Caramel Color, Phosphoric Acid, Aspartame, Natural Flavor, Potassium Benzoate (preserves Freshness), Acesulfame Potassium, Caffeine, Citric Acid, Calcium Disodium Edta (to Protect Flavor).","{""steps[]"":""Ready to Drink""}",Phenylketonurics: contains phenylalanine.,,
"Mountain Dew Soda, 8 Pack",,"$13.71Buy 2, get 2 free", https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf53154a-8425-4c8b-9af7-bf088cafc666.jpg 4x,"Per Bottle: 170 calories; 0 g sat fat (0% DV); 60 mg sodium (3% DV); 46 g total sugars. Caffeine content: 54 mg/12 fl oz. See unit container for manufacturer's identity. mountaindew.com.,• The original, the one that started it all,• Intense refreshment,• Open a cold bottle of Mtn Dew and refresh your taste buds,• Includes eight 12 oz bottles","Carbonated Water, High Fructose Corn Syrup, Concentrated Orange Juice, Citric Acid, Natural Flavor, Sodium Benzoate (preserves Freshness), Caffeine, Sodium Citrate, Gum Arabic, Erythorbic Acid (preserves Freshness), Calcium Disodium Edta (to Protect Flavor), Yellow 5.",Best served chilled.,Partially produced with genetic engineering.,,
"Jarritos Soda, Fruit Punch",$1.59,$2.19, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e6d2c44a-093e-4d92-b188-b45d05ef317b.jpeg 4x,Soda with natural flavours. Since 1950! Return for refund where applicable. www.jarritos.ca. Product of Mexico. Made in Mexico.,"Carbonated Water, Sugar, Citric Acid, Natural Flavor, Sodium Benzoate (as Preservative), Fd&c Red No. 40 And Caramel Color",{},No refill.,,
Schweppes Tonic Water,$2.29,$2.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8bdefa89-1237-4f0c-b874-35b5093f6359.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1b478306-93d6-41c0-870a-3c9342d7ab2e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1991a7d9-4ecf-4637-8a87-203b1e43cda8.png 4x","For over 200 years, Schweppes has produced classic carbonated beverages. Diet Schweppes Tonic Water combines carbonated water with bittersweet quinine for a distinguished flavor with zero calories and is caffeine free. Make Schweppes Diet Tonic Water your go to mixer for cocktails or enjoy as a soft drink alternative. Live excellently with the classic taste of Schweppes Diet Tonic Water.","Carbonated Water, Citric Acid, Sodium Citrate, Sodium Benzoate (preservative), Sodium Saccharin (5.0 Mg Per Fl Oz), Quinine, Natural Flavors.",{},Contains quinine.,,
"Pepsi Cola, Caffeine Free, Diet",,"$12.99Buy 2, get 2 free"," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f85ba2f-f6fc-4b93-9ab4-eeab48ae9e23.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cc29c020-5ea2-4eb7-9bae-ad992e26c917.png 4x","• Caffeine Free,• Zero Calories,• Zero Sugar","Carbonated Water, Caramel Color, Aspartame, Phosphoric Acid, Potassium Benzoate (preserves Freshness), Citric Acid, Natural Flavor, Acesulfame Potassium.",Best taste drink by date.,Phenylketonurics: contains phenylalanine.,,
Zevia Ginger Rootbeer 6 Pack,,"$7.99Buy 1, get 1 50% off", https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9ea36b8a-0ee8-4281-a573-2e0b5b4639c7.png 4x,"There is root beer. There is diet root beer. Then there is Zevia Ginger Root Beer. We took the rich and creamy traditional flavor that you would expect from a root beer and enhanced it with a hint of ginger (hence the name). A little creamy, a little spicy, absolutely refreshing. It doesn’t matter if you drink it straight out of the can, or pour it in a glass and top it with a scoop of vanilla ice cream - the soda you know and love is back with a delicious twist. Zevia is a brand guided by its mission to address the global health challenges resulting from excess sugar consumption by offering a variety of zero-sugar, zero-calorie, and naturally sweetened beverages. All flavors of Zevia Soda contain no sugar, 0 calories, no caramel color, and are naturally sweetened with stevia so you can feel guilt-free and enjoy the drinks you love without making any compromises. Zevia Soda is a flavorful, better-for-you alternative to conventional and diet sodas.","Carbonated Water, Natural Flavors, Stevia Leaf Extract, Citric Acid.",{},,,
Canada Dry Ginger Ale,,$3.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5677e80e-af2b-46bc-834e-80823a54718c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfc2ace8-e64d-4ad7-8205-a73acf07b2c2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bb2efb17-04b6-4252-b0e6-49cc9f729ad6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e054b9ab-bee2-4da9-a5cb-bfb5ab68eb18.jpg 4x","Sip into your comfort zone with the refreshing taste of Canada Dry Ginger Ale. There comes a time when we all need a break from the treadmill of life, and there’s only one thing to do during those moments when we need an escape from stresses and obligations... Grab an ice-cold can of Canada Dry Ginger Ale, and sip into your comfort zone. Whether that means you’re sitting on your front porch swing, listening to your favorite podcast or just taking a quiet moment for yourself, Canada Dry is the perfect ginger ale to make it even better. And it's caffeine free! Once transported to the comfort zone, you can enjoy refreshing ginger taste made with only high quality ingredients, soothing you with each comforting sip. For over 100 years, Canada Dry has been creating quality carbonated beverages and mixers that can be enjoyed at any time of day. There are so many ways you can enjoy the great taste of Canada Dry Ginger Ale. You can make delicious cocktails like a Moscow Mule in a cold copper cup, or simply sit back and relax with a Canada Dry Ginger Ale over ice all by itself. So grab an ice-cold can of Canada Dry, sink into your favorite chair, and sip into the comfort zone.","Carbonated Water, Sugar, Less Than 2% Of: Ginger Extract, Natural Flavors, Citric Acid, Sodium Benzoate (preservative), Caramel Color",{},No refill.,,
"Canada Dry Ginger Ale Soda, 12 fl oz bottles, 8 pack",,$14.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8241f52c-9d0b-4ced-bc8d-661de0b7939a.jpeg 4x,"Sip into your comfort zone with the refreshing taste of Canada Dry Ginger Ale. There comes a time when we all need a break from the treadmill of life, and there’s only one thing to do during those moments when we need an escape from stresses and obligations... Grab an ice-cold can of Canada Dry Ginger Ale, and sip into your comfort zone. Whether that means you’re sitting on your front porch swing, listening to your favorite podcast or just taking a quiet moment for yourself, Canada Dry is the perfect ginger ale to make it even better. And it's caffeine free! Once transported to the comfort zone, you can enjoy refreshing ginger taste made with only high quality ingredients, soothing you with each comforting sip. For over 100 years, Canada Dry has been creating quality carbonated beverages and mixers that can be enjoyed at any time of day. There are so many ways you can enjoy the great taste of Canada Dry Ginger Ale. You can make delicious cocktails like a Moscow Mule in a cold copper cup, or simply sit back and relax with a Canada Dry Ginger Ale over ice all by itself. So grab an ice-cold can of Canada Dry, sink into your favorite chair, and sip into the comfort zone.","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Sodium Benzoate (preservative), Natural Flavors, Caramel Color.",{},,,
