Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Soy Free,Peanut Free,Treenut Free,"Enjoy the delicious taste of chorizo with El Burrito Organic Soyrizo Meatless Soy Chorizo. Made with non-GMO soybeans and free of cholesterol and preservatives, this vegan product has 60% less fat than traditional chorizo. The seasoning blend includes spices, chile pepper, onion powder, garlic powder, and sea salt for a flavor that's hard to resist. This gluten-free and kosher product is also organic and vegetarian. Quick fry on high heat after removing the casing and savor the rich aroma. With only 90 calories per serving, this product is a healthy addition to your meal. Get yours today through Instacart for same-day delivery or pickup!","Craving a meat alternative that is both delicious and healthy? Look no further than Upton's Naturals Lightly Seasoned Shredded Jackfruit. This vegan and vegetarian option is made with only natural ingredients, including organic jackfruit, garlic, and onion. Plus, it's gluten-free and low in fat for guilt-free indulgence. With five grams of fiber per serving, this shredded jackfruit is perfect for adding to tacos or salads for a filling meal. Each container has two servings so you can enjoy it now and later. Order it today on Instacart for same-day delivery or pickup!",Egg Free,Fish Free,Wheat Free,"For a protein-packed meal that's sure to satisfy, try Wildwood Grilling Tofu, Organic, High Protein, Super Firm. Made with organic soybeans and gluten-free ingredients like magnesium chloride and calcium sulfate, this tofu is super firm and perfect for grilling or pan-frying. With 14 grams of protein per serving and only 130 calories, it's a great choice for vegetarians and vegans looking to boost their protein intake. Keep it refrigerated as it's perishable. You'll love the taste and texture of this organic tofu in your favorite recipes. Get it delivered to your doorstep or pick it up at a store with Instacart same-day delivery or pickup.",Milk Free
"House Foods Tofu, Organic, Cutlet",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_51a67527-11df-4954-996f-f4914adaba2e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf5ff935-4605-4ddf-bf1c-88cc8778dc0f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c2327256-5bdd-4fad-aba2-aeb6bc29e27e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_99068dc4-43d7-4872-9b01-e32c4eeebc14.png 4x",Excellent source of protein. No preservatives. Certified gluten-free. USDA Organic. Certified Organic by QAI. Non GMO Project verified. nongmoproject.org. Super firm tofu with lightly browned edges. I'm sporting a tan & stacked with protein. www.house-foods.com. Made with US soybeans.,"Water, Organic Soybeans, Organic Canola Oil, Calcium Sulfate, Calcium Chloride",Perishable. Keep refrigerated.,,,,,,,,,,,,,
"Yves Veggie Cuisine Veggie Salami, Plant Based",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3e31c6d0-84b8-4f68-b487-1043266a3c52.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b94de33-708f-4570-927e-f633e5ac5307.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a69cd0b9-43b7-4b35-bc54-f61b4584dbe4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f3a121f8-488a-48f5-8d17-b5d638672bac.png 4x","PEFC Certified. This carton is from sustainable managed forests, recycled and controlled sources.","Water, Vital Wheat Gluten, Tofu (water, Soybeans, Magnesium Chloride), Wheat Starch, Textured Wheat Protein. Contains 2% Or Less Of: Spices, Onion Powder, Garlic Powder, Extractives Of Garlic And Onion, Yeast Extract, Maltodextrin, Torula Yeast, Natural Flavors, Tomato Lycopene Extract And Extractives Of Paprika (for Color), Carrageenan, Rice Flour, Ferric Orthophosphate (iron), Vitamin B12, Salt, Sugar.",Keep refrigerated.,"Contains: wheat, soy.",,,,,,,,,,,,
"Upton's Naturals Shredded Jackfruit, Lightly Seasoned",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bb3266c2-d79a-478b-9312-bd64cd918f9e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a68cc33f-1ab5-4065-a940-863469745455.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6d4b8963-984f-4f28-b95f-ea6373ec9d84.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6c2c42ae-4033-4675-b488-bcfdb6f65dd0.png 4x",,"Jackfruit*, Water, Black Pepper*, Onion*, Garlic*, Sea Salt.",,,,,,,,,,,,,,
The Jackfruit Company Tex Mex Jackfruit,,$6.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a52293b-e6f1-4c9c-b8b4-abecbf0d0bc1.png 4x,,"Young Jackfruit, Crushed Tomatoes (tomatoes, Citric Acid), Water, Bell Peppers, Onion, Sunflower Oil, Lime Juice, Tomato Paste, Garlic, Organic Brown Sugar, Salt, Cumin, Corn Starch, Coriander, Oregano, Garlic Powder, Onion Powder, Green Chile Peppers, Thyme, Chili Powder.","How to Cook. Stovetop: in a non-stick pan, add 1 vegetable oil and jackfruit. Stir on medium heat for about 5 minutes. Microwave: pop it in for 1-2 minutes. If heating in the pouch, create a 2 inch tear across the top to vent. Pro Tip: Once sauce has thickened, add 1 T of vegetable oil and continue to cook for 3-5 minutes, or until jackfruit has caramelized.,After opening, refrigerate and use within 5 days.",Made in a facility that also processes soy.,Gluten Free,,,,,,,,,,,
"Nasoya Toss'ables, Korean-Inspired Sweet Chili, Organic",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bafa6e2e-05b8-490a-92fc-a89dcff715fd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f923c3f4-1ecd-45b3-99da-fc3be0bc1d8e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f52b1815-24d5-4094-9051-93e44ad5fa64.png 4x",,"Organic Tofu (water, Organic Soybeans, Less Than 2%: Magnesium Chloride, Calcium Sulfate), Organic Cane Sugar, Organic Brown Rice Syrup, Organic Light Brown Sugar (organic Cane Sugar, Organic Molasses), Organic Tamari Soy Sauce (water, Organic Soybeans, Salt, Organic Alcohol), Contains 2% Or Less Of: Organic Vinegar, Organic Tomato Paste (organic Tomato Paste, Citric Acid), Water, Organic Garlic, Organic Onion, Sea Salt, Organic Ginger, Organic Corn Starch, Organic Sesame Oil, Organic Canola Oil, Organic Spices, Organic Onion Powder, Organic Garlic Powder, Organic Paprika Oleoresin (organic Extractives Of Paprika, Organic Sunflower Oil, Less Than 2% Of: Mixed Tocopherols, Ascorbic Acid, Organic Extractives Of Rosemary)","Microwave (1200 Watt): Cut one inch slit at the top of the pouch. Heat on high for 1 minute. Let stand for 30 seconds before serving. Caution: product will be hot.,Perishable. Keep refrigerated.","Contains: soybeans, sesame",,,,,,,,,,,,
Wildwood Grilling Extra Firm Sprouted Tofu,,$3.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f0f7dc8b-d00e-45fa-ba40-40a7a43535a7.png 4x,,"Water, Organic Soybeans, Contains 2% Or Less Of: Calcium Sulfate, Magnesium Chloride.",,Contains: soy.,,,,,,,,,,,,
Nasoya Plantspired Kung Pao Chick'N,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4adc25e9-f248-4d06-91a6-1cfa4a62111c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fc59bd13-b63e-471e-a713-77ba65d4790d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c554dee-9711-4de7-9d2c-f19e6db864c0.jpg 4x","Experience the delight of our real meat-like plant-based chick’n bites, authentically seasoned with your favorite Asian flavors – Kung Pao. Ready in minutes, boasting high protein (45g per package), and made with non-GMO simplicity.","Plant-based Chick'n: Hydrated Textured Vegetable Protein (water, Textured Vegetable Protein [soy Protein, Wheat Starch, Wheat Protein, Calcium Carbonate, Calcium Sulfate]), Isolated Soy Protein, Contains 2% Or Less Of: Yeast Extract, Natural Flavors, Salt, Pea Protein, Onion Powder, Sugar, Enzyme, Garlic Powder, Spices, Potato Starch, Kung Pao Sauce: Water, Soy Sauce (water, Soybeans, Wheat, Salt), Sugar, Apple Cider Vinegar, Sambal Oelek Sauce (red Chili Peppers, Salt, Distilled Vinegar, Xanthan Gum), Ginger Puree (ginger, Citric Acid), Canola Oil, Garlic, Chili Oil (soybean Oil, Dried Chili Peppers), Contains 2% Or Less Of: Corn Starch, Spice, Sichuan Peppercorn Flavored Oil (soybean Oil, Natural Sichuan Peppercorn Flavors [contains Coconut]), Yeast Extract",,"Contains: soy, tree nuts (coconut), wheat.",,,,,,,,,,,,
Somos Peacadillo in Salsa Verde,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ac26ff3-da24-45e6-b0f9-d2f7f5e34849.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e5359230-0025-4b19-abe6-5797d973d693.png 4x",,"Green Tomatillo, Hydrated Pea Protein (Water, Textured Pea Protein), Potatoes, Onion, Olive Oil, Serrano Pepper, Cilantro, Sea Salt, Garlic Powder, Ground Cumin, Ground Bay Leaves.","Directions: Microwave (90 sec): Tear pouch open approximately 2 inches to vent. Stand pouch on microwave-safe plate and heat on high for 90 seconds (cooking times may vary). Remove pouch and let stand for 30 seconds. Serve and enjoy! Stovetop (3-5 min): Open pouch and empty contents into saucepan. Heat on medium and stir occasionally until thoroughly heated. Serve and enjoy! Take care when handling hot pouch.,Store in a cool, dry place. Refrigerate unused portions in an airtight container and consume within 2 days.","Manufactured in a facility that processes milk, soy, wheat and peanut.",,,,,,,,,,,,
Franklin Farms Beefless Seitan,$6.39,$7.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_136d05ca-d142-404a-aa83-49e1d9f9e07f.png 4x,"Plant based. Turn your favorite recipes into delicious meatless dishes with Beefless Seitan, a tender food made from wheat! Our seitan is ready-to-eat, bite-sized and packed with 13 grams of protein per serving! Mildly seasoned Beefless Seitan is ready to enhance the flavor of any dish!","Water, Textured Wheat Protein (wheat Gluten, Wheat Flour, Phosphate, Natural Mixed Tocopherols), Autolyzed Yeast Extract, Salt, Maltodextrin, Molasses, Natural Flavors, Soy Sauce (soybeans, Wheat, Salt), Caramel Color, Sugar, Spices, Citric Acid.","Heating Instructions: Seitan is precooked and only needs heating. To Saute or Pan Fry: Lightly oil the pan and use low heat to prevent sticking. To Microwave: Heat on high for about 20-30 seconds. (Microwave times may vary). Seitan can also be baked or steamed.,Serve hot or cold.,Perishable. Keep refrigerated.","Contains: wheat, soy.",,,,,,,,,,,,
"Kroger Imitation Lobster Meat, Chunk Style",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_75c42899-4aba-4775-92da-b412c5956e60.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb1300d8-9d58-4513-a521-96fa1d82e7e2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da6052f2-df16-41d1-bb2f-bb819fe70ea2.png 4x","Kroger® Lobster Select™ Imitation Lobster Meat Chunk Style is already fully cooked and ready to use. Bite into meaty, gluten free chunks that have 8g of protein per serving. Unleash your cooking creativity to whip up exciting seafood style dishes, salads, or sushi. Its flavor and texture mimics real lobster, setting your taste buds on a thrilling culinary adventure.,Kroger® products are tried, tested and loved by you - quality guaranteed.,• 7 ounce Bag of Kroger® Lobster Select™ Imitation Lobster Meat Chunk Style,• Imitation lobster meat for a delicious seafood experience,• Great for creating seafood style dishes, salads, or sushi,• 8g of protein per serving in a chunk style,• Kroger® quality you can trust","Alaska Pollock, Water, Pea Starch, Sorbitol, Sugar, Modified Tapioca Starch, Contains 2% or Less of: Lobster Meat, Natural and Artificial Flavor (Extracts of Lobster, Blue Carb, Snow Crab, and Alaska Pollock), Refined Fish Oil (Adds a Trivial Amount of Fat) (Alaska Pollock), Rice Wine (Water, Rice, Koji), Egg Whites, Sea Salt, Potassium Chloride, Disodium Inosinate, Sodium Pyrophosphate, Titanium Dioxide (for Color), Carmine (for Color), Paprika (for Color), Cacao Extract (for Color), Canthaxanthin (for Color).","Keep refrigerated.,Tear here to open.,For best results use within 3 days of opening.","Contains: alaska pollock, lobster, blue crab, snow crab, egg.",,,,,,,,,,,,
"House Foods Tofu, Organic, Cubed",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0ea665f-d6ef-442f-9b07-e9609aa16db3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3560de12-9da6-4d50-bd76-3710e0196724.png 4x",Protein from soybeans. I'm super firm. And I'm tofu cubed. How firm is cubed? 6. USDA organic. Non GMO project verified. nongmoproject.org. Certified gluten-free. No preservatives. www.house-foods.com. Certified organic by QAI. Made with US soybeans.,"Water, Organic Soybeans, Calcium Sulfate, Calcium Chloride.",Perishable. Keep refrigerated. Store in water.,,,,,,,,,,,,,
"Lightlife Deli Slices, Plant Based, Turkey",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_445461b0-a9e4-4416-b0a4-5d0e7942a36d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_373e76b8-4a95-4445-9f74-19997d452038.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2ff52dc-4d67-4dfc-a359-df19bb08cc14.png 4x","Ingredients you know and taste you'll love. Our Smart Deli turkey slices are made with plant-based ingredients and pack the same delicious flavor as tradition turkey slices, but without the higher levels of saturated fat or cholesterol found in traditional deli slices. Enjoy in a simple sandwich, melt or club for a delicious meal you can feel great about. Carbon Zero (Learn more about our commitment to carbon neutrality: Lightlife.com/carbonneutral.): Made by a carbon neutral company.","Water, Vital Wheat Gluten, Soybean Oil, Soy Protein Isolate, Soy Sauce (water, Soybeans, Salt, Wheat), Navy Bean Flour, Yeast Extract, Rice Bran, Wheat Gluten, Wheat Starch, Organic Dried Tofu (organic Soybeans, Calcium Sulfate), Carrageenan, Calcium Lactate, Natural Flavor (from Plant Sources), Sea Salt, Dried Onions, Dried Garlic, Citric Acid, Salt, Natural Smoke Flavor.",For Food Safety: Keep refrigerated. Use or freeze within 3-5 days of opening.,"Contains: wheat, soy.",,,,,,,,,,,,
"Crunchsters Mung Beans, Beyond Bacon, Crunchy",,$6.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f64d15ac-bea2-4cb5-8f6a-e1fe8fc9ecae.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b5cf2401-2e14-490f-9fdf-1ebb0d619937.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_56865e91-8c8e-4540-a74e-2683ed0f1205.png 4x","Allergy friendly. Plant based. Use in place of bacon bits or crunch 'em as a snack! Plant based. The mighty, magical mung bean is a delicious snack any time of the day. Eat them handful by handful, or add them to salads, soups, dips, and more! We sprout the beans to create a unique light and airy texture that delivers maximum crunch and flavor. Indulgent and addictive plant-based protein to help keep you feeling fuller for longer. Crunch 'em by the handful or sprinkle 'em on top of your recipes!,• Vegan,• Kosher,• Gluten Free,• Plant-Based","Sprouted Mung Beans, Expeller Pressed Oil (canola And/or Safflower And/or Sunflower), Maltodextrin, Sea Salt, Paprika, Dehydrated Garlic, Dehydrated Onion, Natural Flavors, Black Pepper, Brown Sugar, Paprika Extract (for Color).",{},,"Gluten Free,Egg Free,Fish Free,Peanut Free,Soy Free,Treenut Free,Wheat Free",,,,,,,,,,,
Abbot's Plant Based Fajita Chick'n,$7.99,$8.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0beaa12-d612-4573-bba6-86af8e9e2ccf.png 4x,,"Filtered Water, Pea Protein*, Extra Virgin Olive Oil, Vinegar, Sea Salt, Garlic, Onion, Spanish Smoked Paprika, Black Pepper, Cumin Seed, Nutritional Yeast, Cayenne Pepper, Oregano, *peas Are Legumes. If You Are Allergic To Legumes, Like Peanuts Or Peas, Please Be Cautious Of The Possibility Of A Reaction","In a skillet, warm a non-stick pan over medium-high heat and lightly coat with oil. Add the Fajita Chick’n and sauté until thoroughly crisped and browned, about 6 to 8 minutes. Cook to an internal temperature of 165°F.,In the oven, preheat oven to 425°F. Spread the Fajita Chick’n evenly on a prepared baking sheet. Drizzle with oil and roast for 10 to 12 minutes, flipping halfway, until thoroughly crisped & browned.","Produced in a facility that processes other products that may contain wheat, soy & milk.",Gluten Free,,,,,,,,,,,
"Tofurky Ham Style Roast, with Amber Ale Glaze, Plant-Based",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7b77b69e-0778-4250-9def-22b52af9332e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2ed4cc82-1b29-4051-8058-1410af008c8d.png 4x",,"Water, Vital Wheat Gluten, Tofu (water, Soybeans, Magnesium Chloride, Calcium Chloride), Expeller Pressed Canola Oil, Contains Less Than 2% Of Sea Salt, Spices, Granulated Garlic, Cane Sugar, Natural Flavors, Natural Smoke Flavor, Color (lycopene, Purple Carrot Juice), Oat Fiber, Carrageenan, Dextrose, Konjac, Potassium Chloride, Xanthan Gum. Malted Barley, Brown Sugar, Amber Ale (water, Malted Barley, Oats, Hops, Yeast), Whole Grain Mustard (water, Mustard Seed, White Vinegar, Salt, Citric Acid, Tumeric), Ground Mustard, Spices.","Prep Instructions: Thaw in the refrigerator for 24 hours before cooking. With a knife or scissors, remove plastic casing and netting from the ham roast. Place in an oven safe pan. Pour 1/4 cup of water in the pan. Cover and cook at 325 degrees F for 1 hour, 15 minutes. Uncover and pour glaze over the roast. Cook uncovered for 15 more minutes. Cook to a temperature of 165 F. Do not eat uncooked.,Keep refrigerated. Ok to freeze.","Contains: wheat, soy.",,,,,,,,,,,,
RollinGreens Chopped Fajita Plant-Based Chic'ken,$7.99,$8.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d7f85f98-282c-4b0e-a9b5-09dab0d52602.png 4x,,"Texturized Protein Blend (pea And Rice Protein Fermented From Shiitake Mushroom, Pea Protein, Pea Fiber), Onion Powder, Spices (chili Pepper, Paprika, Cumin Seed, Black Pepper), Red Bell Pepper, Green Bell Pepper, Garlic Powder, Sea Salt, Jalapeño Pepper","Cooking Instructions: 1. Add 2 cups of water and 1-2 tbsp of olive oil or your preferred oil to a pan, pot or skillet and turn heat to high. 2. Bring water to a boil. 3. Add entire Chic' Ken Fajita pouch contents to boiling water and stir. 4. Reduce heat to medium-low. 5. Let cook for 7-10 minutes or until water evaporates, stir occasionally. 6. Remove from heat and allow it to cool for 1-2 minutes. Serve with sauted onions and peppers in your favorite taco shell, quesadilla, burrito, salad, nachos and more.",,Gluten Free,,,,,,,,,,,
